method_FEN,all_cfg_paths_num
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._getterPriority(AnnotatedMethod),7
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._setterPriority(AnnotatedMethod),3
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.findReferenceType(),4
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.isTypeId(),3
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.findInclusion(),4
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.findAliases(),3
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.findAccess(),4
"com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.removeNonVisible(boolean,POJOPropertiesCollector)",24
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.mergeAnnotations(boolean),7
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._getAllAnnotations(Linked),2
"com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._applyAnnotations(Linked,AnnotationMap)",2
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._anyExplicits(Linked),6
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._anyExplicitNames(Linked),6
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.anyVisible(),5
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._anyVisible(Linked),4
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.anyIgnorals(),5
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._anyIgnorals(Linked),4
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.anyExplicitsWithoutIgnoral(),5
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._anyExplicitsWithoutIgnoral(Linked),8
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._anyExplicitNamesWithoutIgnoral(Linked),8
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.findExplicitNames(),2
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.hasExplicitName(PropertyName),5
"com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._hasExplicitName(Linked,PropertyName)",6
"com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._explode(Collection,Map,Linked)",55
"com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._findExplicitNames(Linked,Set)",5
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder.fromMemberAnnotations(WithMember),25
com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder._rawTypeOf(AnnotatedMember),3
com.fasterxml.jackson.databind.introspect.CollectorBase.collectAnnotations(Annotation[]),3
"com.fasterxml.jackson.databind.introspect.CollectorBase.collectAnnotations(AnnotationCollector,Annotation[])",3
"com.fasterxml.jackson.databind.introspect.CollectorBase.collectFromBundle(AnnotationCollector,Annotation)",5
"com.fasterxml.jackson.databind.introspect.CollectorBase.collectDefaultAnnotations(AnnotationCollector,Annotation[])",4
"com.fasterxml.jackson.databind.introspect.CollectorBase.collectDefaultFromBundle(AnnotationCollector,Annotation)",5
com.fasterxml.jackson.databind.introspect.CollectorBase._emptyAnnotationMaps(int),3
com.fasterxml.jackson.databind.introspect.AnnotatedMethodMap.size(),2
"com.fasterxml.jackson.databind.introspect.AnnotatedMethodMap.find(String,Class[])",2
com.fasterxml.jackson.databind.introspect.AnnotatedMethodMap.find(Method),2
com.fasterxml.jackson.databind.introspect.AnnotatedMethodMap.iterator(),2
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getPotentialCreators(),2
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getInjectables(),2
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getJsonKeyAccessor(),8
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getJsonValueAccessor(),8
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getAnyGetterField(),6
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getAnyGetterMethod(),6
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getAnySetterField(),6
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getAnySetterMethod(),6
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getObjectIdInfo(),2
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getPropertyMap(),2
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.getFormatOverrides(),13
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._isDelegatingConstructor(PotentialCreator),6
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._collectCreators(List),7
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._removeNonVisibleCreators(List),3
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addExplicitlyAnnotatedCreators(PotentialCreators,List,Map,boolean)",11
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addCreatorsWithAnnotatedNames(PotentialCreators,List,PotentialCreator)",5
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._findCreatorsWithAnnotatedNames(List),8
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addImplicitConstructor(PotentialCreators,List,Map)",19
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addCreatorParams(Map,PotentialCreator,List)",41
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addMethods(Map),7
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addSetterMethod(Map,AnnotatedMethod,AnnotationIntrospector)",24
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._addInjectables(Map),6
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._doAddInjectable(Value,AnnotatedMember)",7
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._checkRenameByField(String),3
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._removeUnwantedProperties(Map),10
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._removeUnwantedAccessors(Map),3
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._collectIgnorals(String),4
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._renameProperties(Map),48
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._anyIndexed(Collection),4
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector.reportProblem(String,Object[])",2
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._property(Map,PropertyName)",2
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._property(Map,String)",2
com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._findNamingStrategy(),16
"com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector._replaceCreatorProperty(List,POJOPropertyBuilder)",7
"com.fasterxml.jackson.databind.introspect.AnnotatedFieldCollector.collect(TypeResolutionContext,JavaType)",3
"com.fasterxml.jackson.databind.introspect.AnnotatedFieldCollector._findFields(TypeResolutionContext,JavaType,Map)",25
"com.fasterxml.jackson.databind.introspect.AnnotatedFieldCollector._addFieldMixIns(Class,Class,Map)",5
"com.fasterxml.jackson.databind.introspect.AnnotatedField.setValue(Object,Object)",3
com.fasterxml.jackson.databind.introspect.AnnotatedField.getValue(Object),3
com.fasterxml.jackson.databind.introspect.AnnotatedField.equals(Object),3
com.fasterxml.jackson.databind.introspect.AnnotatedField.readResolve(),12
"com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer.deserialize(JsonParser,DeserializationContext)",2
"com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer.deserialize(JsonParser,DeserializationContext,Object)",2
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper.isMatching(),2
"com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper.matchesWrapper(String,String)",7
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper.toString(),3
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.isEnabled(Feature),2
"com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.configure(Feature,boolean)",2
"com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.addVirtualWrapping(Set,boolean)",10
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.currentName(),6
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.overrideCurrentName(String),3
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.close(),74
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.isExpectedStartArrayToken(),6
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.isExpectedNumberIntToken(),97
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.nextTextValue(),28
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._updateState(JsonToken),5
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getText(),4
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getTextCharacters(),2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getTextLength(),2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getText(Writer),2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getBinaryValue(Base64Variant),16
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getNumberType(),6
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getNumberValue(),8
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getIntValue(),5
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getLongValue(),5
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getBigIntegerValue(),5
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getFloatValue(),3
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getDoubleValue(),3
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getDecimalValue(),3
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._convertNumberToInt(),6
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._convertNumberToLong(),5
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._convertNumberToBigInteger(),3
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._convertNumberToFloat(),4
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._convertNumberToDouble(),4
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._convertNumberToBigDecimal(),4
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._handleEOF(),3
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._getByteArrayBuilder(),2
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._nextToken(),5
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._skipEndElement(),5
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.initialize(),6
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.next(),3
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.skipEndElement(),2
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.repeatStartElement(),4
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.skipAttributes(),4
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._next(),30
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._collectUntilTag(),32
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._skipAndCollectTextUntilTag(),15
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._initStartElement(),3
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._checkXsiAttributes(),5
"com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._decodeElementName(String,String)",4
"com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._decodeAttributeName(String,String)",4
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._handleRepeatElement(),6
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._handleEndElement(),3
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._extractLocation(XMLStreamLocation2),2
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._stateDesc(int),8
"com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier.updateProperties(DeserializationConfig,BeanDescription,List)",18
"com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier.modifyDeserializer(DeserializationConfig,BeanDescription,JsonDeserializer)",4
"com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier._findSoleTextProp(DeserializationConfig,Iterator)",12
"com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer.createContextual(DeserializationContext,BeanProperty)",44
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer._configureParser(JsonParser),12
"com.fasterxml.jackson.dataformat.xml.DefaultingXmlTypeResolverBuilder.init(Id,TypeIdResolver)",2
com.fasterxml.jackson.dataformat.xml.DefaultingXmlTypeResolverBuilder.typeProperty(String),3
"com.fasterxml.jackson.dataformat.xml.DefaultingXmlTypeResolverBuilder.idResolver(MapperConfig,JavaType,PolymorphicTypeValidator,Collection,boolean,boolean)",4
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule.setupModule(SetupContext),2
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findWrapperName(Annotated),6
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findNameForSerialization(Annotated),3
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findNameForDeserialization(Annotated),3
com.fasterxml.jackson.dataformat.xml.XmlFactory.readResolve(),17
com.fasterxml.jackson.dataformat.xml.XmlFactory.createParser(String),2
com.fasterxml.jackson.dataformat.xml.XmlFactory.createParser(XMLStreamReader),4
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(InputStream,IOContext)",4
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(Reader,IOContext)",4
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(char[],int,int,IOContext,boolean)",16
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser(byte[],int,int,IOContext)",77
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createXmlWriter(IOContext,OutputStream)",4
"com.fasterxml.jackson.dataformat.xml.XmlFactory._createXmlWriter(IOContext,Writer)",4
"com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerModifier.changeProperties(SerializationConfig,BeanDescription,List)",7
"com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerModifier.modifySerializer(SerializationConfig,BeanDescription,JsonSerializer)",2
"com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase.serializeWithType(Object,JsonGenerator,SerializerProvider,TypeSerializer)",4
"com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase._serializeObjectId(Object,JsonGenerator,SerializerProvider,TypeSerializer,WritableObjectId)",3
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase._isAttribute(BeanPropertyWriter),3
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase._isCData(BeanPropertyWriter),3
"com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase._orderAttributesFirst(BeanPropertyWriter[],BeanPropertyWriter[])",5
"com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider.serializeValue(JsonGenerator,Object)",17
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._serializeXmlNull(JsonGenerator),4
"com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._initWithRootName(ToXmlGenerator,QName)",15
"com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._shouldUnwrapObjectNode(ToXmlGenerator,Object)",4
"com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._serializeUnwrappedObjectNode(ToXmlGenerator,Object,JsonSerializer)",4
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.setPrettyPrinter(PrettyPrinter),2
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.overrideFormatFeatures(int,int)",2
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.isEnabled(Feature),2
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.configure(Feature,boolean)",2
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.setNextNameIfMissing(QName),2
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.startWrappedValue(QName,QName)",15
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.finishWrappedValue(QName,QName)",13
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeRepeatedFieldName(),2
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeFieldName(String),10
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStartArray(),2
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStartObject(),2
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeEndObject(),6
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator._handleStartObject(),14
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator._handleEndObject(),18
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeRaw(String),6
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeRaw(String,int,int)",6
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeRaw(char[],int,int)",6
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeBinary(Base64Variant,byte[],int,int)",79
"com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeBinary(Base64Variant,InputStream,int)",77
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeBoolean(boolean),76
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeNumber(int),76
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeNumber(long),76
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeNumber(BigInteger),77
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.flush(),4
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.close(),99
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.checkNextIsUnwrapped(),2
com.fasterxml.jackson.dataformat.xml.XmlMapper.setDefaultUseWrapper(boolean),3
org.apache.commons.codec.net.Utils.digit16(byte),2
org.apache.commons.codec.net.RFC1522Codec.decodeText(String),8
"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,Charset)",2
"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String)",2
org.apache.commons.codec.net.QuotedPrintableCodec.decodeQuotedPrintable(byte[]),79
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeByte(int,boolean,ByteArrayOutputStream)",2
org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object),4
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset)",2
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,String)",2
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Object),4
"org.apache.commons.codec.net.QuotedPrintableCodec.encode(String,Charset)",2
"org.apache.commons.codec.net.QuotedPrintableCodec.encode(String,String)",2
org.apache.commons.codec.net.QCodec.decode(Object),3
org.apache.commons.codec.net.QCodec.decode(String),2
org.apache.commons.codec.net.QCodec.doDecoding(byte[]),17
org.apache.commons.codec.net.QCodec.doEncoding(byte[]),5
org.apache.commons.codec.net.QCodec.encode(Object),3
"org.apache.commons.codec.net.QCodec.encode(String,String)",2
org.apache.commons.codec.net.PercentCodec.canEncode(byte),4
org.apache.commons.codec.net.PercentCodec.decode(byte[]),56
org.apache.commons.codec.net.PercentCodec.decode(Object),3
"org.apache.commons.codec.net.PercentCodec.doEncode(byte[],int,boolean)",9
org.apache.commons.codec.net.PercentCodec.encode(byte[]),9
org.apache.commons.codec.net.PercentCodec.encode(Object),3
org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes(byte[]),3
org.apache.commons.codec.net.PercentCodec.inAlwaysEncodeCharsRange(byte),3
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(byte),5
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars(byte[]),3
org.apache.commons.codec.net.URLCodec.decodeUrl(byte[]),45
"org.apache.commons.codec.net.URLCodec.encodeUrl(BitSet,byte[])",15
org.apache.commons.codec.net.URLCodec.decode(Object),4
org.apache.commons.codec.net.URLCodec.decode(String),4
"org.apache.commons.codec.net.URLCodec.decode(String,String)",2
org.apache.commons.codec.net.URLCodec.encode(Object),4
org.apache.commons.codec.net.URLCodec.encode(String),4
"org.apache.commons.codec.net.URLCodec.encode(String,String)",2
org.apache.commons.codec.net.BCodec.decode(Object),3
org.apache.commons.codec.net.BCodec.decode(String),2
org.apache.commons.codec.net.BCodec.doDecoding(byte[]),2
org.apache.commons.codec.net.BCodec.doEncoding(byte[]),2
org.apache.commons.codec.net.BCodec.encode(Object),3
"org.apache.commons.codec.net.BCodec.encode(String,String)",2
org.apache.commons.codec.net.BCodec.isStrictDecoding(),2
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String)",3
"org.apache.commons.codec.digest.Crypt.crypt(byte[],String)",5
"org.apache.commons.codec.digest.B64.b64from24bit(byte,byte,byte,int,StringBuilder)",2
"org.apache.commons.codec.digest.PureJavaCrc32.update(byte[],int,int)",16
"com.fasterxml.jackson.databind.deser.std.NullifyingDeserializer.deserializeWithType(JsonParser,DeserializationContext,TypeDeserializer)",2
com.fasterxml.jackson.databind.deser.std.CollectionDeserializer.isCachable(),4
"com.fasterxml.jackson.databind.deser.std.CollectionDeserializer.deserialize(JsonParser,DeserializationContext)",4
"com.fasterxml.jackson.databind.deser.std.CollectionDeserializer.deserialize(JsonParser,DeserializationContext,Collection)",2
"com.fasterxml.jackson.databind.deser.std.CollectionDeserializer._tryToAddNull(JsonParser,DeserializationContext,Collection)",3
"com.fasterxml.jackson.databind.deser.std.EnumDeserializer.deserializerForCreator(DeserializationConfig,Class,AnnotatedMethod,ValueInstantiator,SettableBeanProperty[])",2
"com.fasterxml.jackson.databind.deser.std.EnumDeserializer.deserializerForNoArgsCreator(DeserializationConfig,Class,AnnotatedMethod)",2
"com.fasterxml.jackson.databind.deser.std.EnumDeserializer.withResolved(Boolean,Boolean,Boolean)",4
"com.fasterxml.jackson.databind.deser.std.EnumDeserializer.deserialize(JsonParser,DeserializationContext)",5
"com.fasterxml.jackson.databind.deser.std.EnumDeserializer._fromString(JsonParser,DeserializationContext,String)",4
com.fasterxml.jackson.databind.deser.std.EnumDeserializer._resolveCurrentLookup(DeserializationContext),3
"com.fasterxml.jackson.databind.deser.std.EnumDeserializer._fromInteger(JsonParser,DeserializationContext,int)",19
"com.fasterxml.jackson.databind.deser.std.EnumDeserializer._deserializeOther(JsonParser,DeserializationContext)",2
com.fasterxml.jackson.databind.deser.std.EnumDeserializer.useNullForUnknownEnum(DeserializationContext),2
com.fasterxml.jackson.databind.deser.std.EnumDeserializer.useDefaultValueForUnknownEnum(DeserializationContext),3
com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer.withDeserializer(JsonDeserializer),2
"com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer.withResolved(JsonDeserializer,NullValueProvider,Boolean)",4
com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer.isCachable(),2
"com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer.createContextual(DeserializationContext,BeanProperty)",2
"com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer.deserialize(JsonParser,DeserializationContext)",2
"com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer.deserialize(JsonParser,DeserializationContext,EnumSet)",2
"com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer.handleNonArray(JsonParser,DeserializationContext,EnumSet)",36
"com.fasterxml.jackson.databind.deser.std.UUIDDeserializer._deserialize(String,DeserializationContext)",8
"com.fasterxml.jackson.databind.deser.std.UUIDDeserializer._deserializeEmbedded(Object,DeserializationContext)",2
"com.fasterxml.jackson.databind.deser.std.UUIDDeserializer.byteFromChars(String,int,DeserializationContext)",10
"com.fasterxml.jackson.databind.deser.std.UUIDDeserializer._fromBytes(byte[],DeserializationContext)",2
com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer.forType(Class),22
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer.deserializeKey(String,DeserializationContext)",8
"com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer._parse(String,DeserializationContext)",34
"com.fasterxml.jackson.databind.deser.std.ReferenceTypeDeserializer.createContextual(DeserializationContext,BeanProperty)",12
com.fasterxml.jackson.databind.deser.std.ReferenceTypeDeserializer.logicalType(),2
com.fasterxml.jackson.databind.deser.std.ReferenceTypeDeserializer.supportsUpdate(DeserializationConfig),2
"com.fasterxml.jackson.databind.deser.std.ReferenceTypeDeserializer.deserialize(JsonParser,DeserializationContext)",3
"com.fasterxml.jackson.databind.deser.std.ReferenceTypeDeserializer.deserialize(JsonParser,DeserializationContext,Object)",7
"com.fasterxml.jackson.databind.deser.std.ReferenceTypeDeserializer.deserializeWithType(JsonParser,DeserializationContext,TypeDeserializer)",3
"com.fasterxml.jackson.databind.deser.std.MapDeserializer.withResolved(KeyDeserializer,TypeDeserializer,JsonDeserializer,NullValueProvider,Set,Set)",7
"com.fasterxml.jackson.databind.deser.std.MapDeserializer._isStdKeyDeser(JavaType,KeyDeserializer)",7
com.fasterxml.jackson.databind.deser.std.MapDeserializer.setIgnorableProperties(String[]),3
com.fasterxml.jackson.databind.deser.std.MapDeserializer.setIgnorableProperties(Set),3
com.fasterxml.jackson.databind.deser.std.MapDeserializer.resolve(DeserializationContext),10
com.fasterxml.jackson.databind.deser.std.MapDeserializer.isCachable(),6
"com.fasterxml.jackson.databind.deser.std.MapDeserializer.deserialize(JsonParser,DeserializationContext)",8
"com.fasterxml.jackson.databind.deser.std.MapDeserializer.deserialize(JsonParser,DeserializationContext,Map)",5
"com.fasterxml.jackson.databind.deser.std.MapDeserializer._squashDups(DeserializationContext,Map,Object,Object,Object)",4
"com.fasterxml.jackson.databind.deser.std.MapDeserializer.handleUnresolvedReference(DeserializationContext,MapReferringAccumulator,Object,UnresolvedForwardReference)",2
"com.fasterxml.jackson.databind.deser.std.JdkDeserializers.find(DeserializationContext,Class,String)",11
com.fasterxml.jackson.databind.deser.std.StdDeserializer.getValueType(DeserializationContext),2
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._deserializeFromArray(JsonParser,DeserializationContext)",13
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._deserializeFromEmpty(JsonParser,DeserializationContext)",4
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._deserializeWrappedValue(JsonParser,DeserializationContext)",3
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseBytePrimitive(JsonParser,DeserializationContext)",21
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseShortPrimitive(JsonParser,DeserializationContext)",21
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseIntPrimitive(JsonParser,DeserializationContext)",17
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseIntPrimitive(DeserializationContext,String)",25
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseInteger(JsonParser,DeserializationContext,Class)",15
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseInteger(DeserializationContext,String)",24
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseLongPrimitive(JsonParser,DeserializationContext)",17
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseLongPrimitive(DeserializationContext,String)",2
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseLong(JsonParser,DeserializationContext,Class)",15
"com.fasterxml.jackson.databind.deser.std.StdDeserializer._parseLong(DeserializationContext,String)",3
