FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
com.fasterxml.jackson.core.JsonEncoding.UTF32_BE,Enum Constant,No Comment,"UTF32_BE(""UTF-32BE"", true, 32)",com.fasterxml.jackson.core.JsonEncoding UTF32_BE,public 
com.fasterxml.jackson.core.JsonEncoding.UTF32_LE,Enum Constant,No Comment,"UTF32_LE(""UTF-32LE"", false, 32)",com.fasterxml.jackson.core.JsonEncoding UTF32_LE,public 
com.fasterxml.jackson.core.StreamReadFeature.AUTO_CLOSE_SOURCE,Enum Constant,"* Feature that determines whether parser will automatically\n     * close underlying input source that is NOT owned by the\n     * parser. If disabled, calling application has to separately\n     * close the underlying {@link InputStream} and {@link Reader}\n     * instances used to create the parser. If enabled, parser\n     * will handle closing, as long as parser itself gets closed:\n     * this happens when end-of-input is encountered, or parser\n     * is closed by a call to {@link JsonParser#close}.\n     *<p>\n     * Feature is enabled by default.",AUTO_CLOSE_SOURCE(JsonParser.Feature.AUTO_CLOSE_SOURCE),com.fasterxml.jackson.core.StreamReadFeature AUTO_CLOSE_SOURCE,public 
com.fasterxml.jackson.core.StreamReadFeature.STRICT_DUPLICATE_DETECTION,Enum Constant,"* Feature that determines whether {@link JsonParser} will explicitly\n     * check that no duplicate JSON Object field names are encountered.\n     * If enabled, parser will check all names within context and report\n     * duplicates by throwing a {@link JsonParseException}; if disabled,\n     * parser will not do such checking. Assumption in latter case is\n     * that caller takes care of handling duplicates at a higher level:\n     * data-binding, for example, has features to specify detection to\n     * be done there.\n     *<p>\n     * Note that enabling this feature will incur performance overhead\n     * due to having to store and check additional information: this typically\n     * adds 20-30% to execution time for basic parsing.",STRICT_DUPLICATE_DETECTION(JsonParser.Feature.STRICT_DUPLICATE_DETECTION),com.fasterxml.jackson.core.StreamReadFeature STRICT_DUPLICATE_DETECTION,public 
com.fasterxml.jackson.core.StreamReadFeature.IGNORE_UNDEFINED,Enum Constant,"* Feature that determines what to do if the underlying data format requires knowledge\n     * of all properties to decode (usually via a Schema), and if no definition is\n     * found for a property that input content contains.\n     * Typically most textual data formats do NOT require schema information (although\n     * some do, such as CSV), whereas many binary data formats do require definitions\n     * (such as Avro, protobuf), although not all (Smile, CBOR, BSON and MessagePack do not).\n     * Further note that some formats that do require schema information will not be able\n     * to ignore undefined properties: for example, Avro is fully positional and there is\n     * no possibility of undefined data. This leaves formats like Protobuf that have identifiers\n     * that may or may not map; and as such Protobuf format does make use of this feature.\n     *<p>\n     * Note that support for this feature is implemented by individual data format\n     * module, if (and only if) it makes sense for the format in question. For JSON,\n     * for example, this feature has no effect as properties need not be pre-defined.\n     *<p>\n     * Feature is disabled by default, meaning that if the underlying data format\n     * requires knowledge of all properties to output, attempts to read an unknown\n     * property will result in a {@link JsonProcessingException}",IGNORE_UNDEFINED(JsonParser.Feature.IGNORE_UNDEFINED),com.fasterxml.jackson.core.StreamReadFeature IGNORE_UNDEFINED,public 
com.fasterxml.jackson.core.StreamReadFeature.INCLUDE_SOURCE_IN_LOCATION,Enum Constant,"* Feature that determines whether {@link JsonLocation} instances should be constructed\n     * with reference to source or not. If source reference is included, its type and contents\n     * are included when `toString()` method is called (most notably when printing out parse\n     * exception with that location information). If feature is disabled, no source reference\n     * is passed and source is only indicated as ""UNKNOWN"".\n     *<p>\n     * Most common reason for disabling this feature is to avoid leaking\n     * internal information; this may be done for security reasons.\n     * Note that even if source reference is included, only parts of contents are usually\n     * printed, and not the whole contents. Further, many source reference types cannot\n     * necessarily access contents (like streams), so only type is indicated, not contents.\n     *<p>\n     * Feature is enabled by default, meaning that ""source reference"" information is passed\n     * and some or all of the source content may be included in {@link JsonLocation} information\n     * constructed either when requested explicitly, or when needed for an exception.",INCLUDE_SOURCE_IN_LOCATION(JsonParser.Feature.INCLUDE_SOURCE_IN_LOCATION),com.fasterxml.jackson.core.StreamReadFeature INCLUDE_SOURCE_IN_LOCATION,public 
com.fasterxml.jackson.core.StreamReadFeature.USE_FAST_DOUBLE_PARSER,Enum Constant,* Feature that determines whether we use the built-in {@link Double#parseDouble(String)} code to parse\n     * doubles or if we use {@code FastDoubleParser}\n     * instead.\n     *<p>\n     * This setting is disabled by default.\n     *\n     * @since 2.14,USE_FAST_DOUBLE_PARSER(JsonParser.Feature.USE_FAST_DOUBLE_PARSER),com.fasterxml.jackson.core.StreamReadFeature USE_FAST_DOUBLE_PARSER,public 
com.fasterxml.jackson.core.StreamReadFeature.USE_FAST_BIG_NUMBER_PARSER,Enum Constant,* Feature that determines whether to use the built-in Java code for parsing\n     * <code>BigDecimal</code>s and <code>BigInteger</code>s or to use\n     * {@code FastDoubleParser} instead.\n     *<p>\n     * This setting is disabled by default.\n     *\n     * @since 2.15,USE_FAST_BIG_NUMBER_PARSER(JsonParser.Feature.USE_FAST_BIG_NUMBER_PARSER),com.fasterxml.jackson.core.StreamReadFeature USE_FAST_BIG_NUMBER_PARSER,public 
com.fasterxml.jackson.core.format.MatchStrength.NO_MATCH,Enum Constant,* Value that indicates that given data cannot be in given format.,NO_MATCH,com.fasterxml.jackson.core.format.MatchStrength NO_MATCH,public 
com.fasterxml.jackson.core.format.MatchStrength.INCONCLUSIVE,Enum Constant,* Value that indicates that detector cannot find out whether could\n     * be a match or not.\n     * This can occur for example for textual data formats t\n     * when there are so many leading spaces that detector cannot\n     * find the first data byte (because detectors typically limit lookahead\n     * to some smallish value).,INCONCLUSIVE,com.fasterxml.jackson.core.format.MatchStrength INCONCLUSIVE,public 
com.fasterxml.jackson.core.format.MatchStrength.WEAK_MATCH,Enum Constant,"* Value that indicates that given data could be of specified format (i.e.\n     * it cannot be ruled out). This can occur for example when seen data\n     * is both not in canonical formats (for example: JSON data should be a JSON Array or Object\n     * not a scalar value, as per JSON specification) and there are known use case\n     * where a format detected is actually used (plain JSON Strings are actually used, even\n     * though specification does not indicate that as valid usage: as such, seeing a leading\n     * double-quote could indicate a JSON String, which plausibly <b>could</b> indicate\n     * non-standard JSON usage).",WEAK_MATCH,com.fasterxml.jackson.core.format.MatchStrength WEAK_MATCH,public 
com.fasterxml.jackson.core.format.MatchStrength.SOLID_MATCH,Enum Constant,"* Value that indicates that given data conforms to (one of) canonical form(s) of\n     * the data format.\n     *<p>\n     * For example, when testing for XML data format,\n     * seeing a less-than character (""&lt;"") alone (with possible leading spaces)\n     * would be a strong indication that data could\n     * be in xml format (but see below for {@link #FULL_MATCH} description for more)",SOLID_MATCH,com.fasterxml.jackson.core.format.MatchStrength SOLID_MATCH,public 
com.fasterxml.jackson.core.format.MatchStrength.FULL_MATCH,Enum Constant,"* Value that indicates that given data contains a signature that is deemed\n     * specific enough to uniquely indicate data format used.\n     *<p>\n     * For example, when testing for XML data format,\n     * seing ""&lt;xml"" as the first data bytes (""XML declaration"", as per XML specification)\n     * could give full confidence that data is indeed in XML format.\n     * Not all data formats have unique leading identifiers to allow full matches; for example,\n     * JSON only has heuristic matches and can have at most {@link #SOLID_MATCH}) match.",FULL_MATCH,com.fasterxml.jackson.core.format.MatchStrength FULL_MATCH,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.AUTO_CLOSE_TARGET,Enum Constant,"* Feature that determines whether generator will automatically\n         * close underlying output target that is NOT owned by the\n         * generator.\n         * If disabled, calling application has to separately\n         * close the underlying {@link OutputStream} and {@link Writer}\n         * instances used to create the generator. If enabled, generator\n         * will handle closing, as long as generator itself gets closed:\n         * this happens when end-of-input is encountered, or generator\n         * is closed by a call to {@link JsonGenerator#close}.\n         *<p>\n         * Feature is enabled by default.",AUTO_CLOSE_TARGET(true),com.fasterxml.jackson.core.JsonGenerator$Feature AUTO_CLOSE_TARGET,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.AUTO_CLOSE_JSON_CONTENT,Enum Constant,"* Feature that determines what happens when the generator is\n         * closed while there are still unmatched\n         * {@link JsonToken#START_ARRAY} or {@link JsonToken#START_OBJECT}\n         * entries in output content. If enabled, such Array(s) and/or\n         * Object(s) are automatically closed; if disabled, nothing\n         * specific is done.\n         *<p>\n         * Feature is enabled by default.",AUTO_CLOSE_JSON_CONTENT(true),com.fasterxml.jackson.core.JsonGenerator$Feature AUTO_CLOSE_JSON_CONTENT,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.FLUSH_PASSED_TO_STREAM,Enum Constant,"* Feature that specifies that calls to {@link #flush} will cause\n         * matching <code>flush()</code> to underlying {@link OutputStream}\n         * or {@link Writer}; if disabled this will not be done.\n         * Main reason to disable this feature is to prevent flushing at\n         * generator level, if it is not possible to prevent method being\n         * called by other code (like <code>ObjectMapper</code> or third\n         * party libraries).\n         *<p>\n         * Feature is enabled by default.",FLUSH_PASSED_TO_STREAM(true),com.fasterxml.jackson.core.JsonGenerator$Feature FLUSH_PASSED_TO_STREAM,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.QUOTE_FIELD_NAMES,Enum Constant,"* Feature that determines whether JSON Object field names are\n         * quoted using double-quotes, as specified by JSON specification\n         * or not. Ability to disable quoting was added to support use\n         * cases where they are not usually expected, which most commonly\n         * occurs when used straight from Javascript.\n         *<p>\n         * Feature is enabled by default (since it is required by JSON specification).\n         *\n         * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonWriteFeature#QUOTE_FIELD_NAMES} instead",@Deprecated\nQUOTE_FIELD_NAMES(true),com.fasterxml.jackson.core.JsonGenerator$Feature QUOTE_FIELD_NAMES,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.QUOTE_NON_NUMERIC_NUMBERS,Enum Constant,"* Feature that determines whether ""exceptional"" (not real number)\n         * float/double values are output as quoted strings.\n         * The values checked are Double.Nan,\n         * Double.POSITIVE_INFINITY and Double.NEGATIVE_INIFINTY (and\n         * associated Float values).\n         * If feature is disabled, these numbers are still output using\n         * associated literal values, resulting in non-conformant\n         * output.\n         *<p>\n         * Feature is enabled by default.\n         *\n         * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonWriteFeature#WRITE_NAN_AS_STRINGS} instead",@Deprecated\nQUOTE_NON_NUMERIC_NUMBERS(true),com.fasterxml.jackson.core.JsonGenerator$Feature QUOTE_NON_NUMERIC_NUMBERS,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.ESCAPE_NON_ASCII,Enum Constant,"* Feature that specifies that all characters beyond 7-bit ASCII\n         * range (i.e. code points of 128 and above) need to be output\n         * using format-specific escapes (for JSON, backslash escapes),\n         * if format uses escaping mechanisms (which is generally true\n         * for textual formats but not for binary formats).\n         *<p>\n         * Note that this setting may not necessarily make sense for all\n         * data formats (for example, binary formats typically do not use\n         * any escaping mechanisms; and some textual formats do not have\n         * general-purpose escaping); if so, settings is simply ignored.\n         * Put another way, effects of this feature are data-format specific.\n         *<p>\n         * Feature is disabled by default.\n         *\n         * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonWriteFeature#ESCAPE_NON_ASCII} instead",@Deprecated\nESCAPE_NON_ASCII(false),com.fasterxml.jackson.core.JsonGenerator$Feature ESCAPE_NON_ASCII,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.WRITE_NUMBERS_AS_STRINGS,Enum Constant,"* Feature that forces all Java numbers to be written as Strings,\n         * even if the underlying data format has non-textual representation\n         * (which is the case for JSON as well as all binary formats).\n         * Default state is 'false', meaning that Java numbers are to\n         * be serialized using basic numeric serialization (as JSON\n         * numbers, integral or floating point, for example).\n         * If enabled, all such numeric values are instead written out as\n         * textual values (which for JSON means quoted in double-quotes).\n         *<p>\n         * One use case is to avoid problems with Javascript limitations:\n         * since Javascript standard specifies that all number handling\n         * should be done using 64-bit IEEE 754 floating point values,\n         * result being that some 64-bit integer values cannot be\n         * accurately represented (as mantissa is only 51 bit wide).\n         *<p>\n         * Feature is disabled by default.\n         *\n         * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonWriteFeature#WRITE_NUMBERS_AS_STRINGS} instead",@Deprecated\nWRITE_NUMBERS_AS_STRINGS(false),com.fasterxml.jackson.core.JsonGenerator$Feature WRITE_NUMBERS_AS_STRINGS,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.WRITE_BIGDECIMAL_AS_PLAIN,Enum Constant,"* Feature that determines whether {@link java.math.BigDecimal} entries are\n         * serialized using {@link java.math.BigDecimal#toPlainString()} to prevent\n         * values to be written using scientific notation.\n         *<p>\n         * NOTE: only affects generators that serialize {@link java.math.BigDecimal}s\n         * using textual representation (textual formats but potentially some binary\n         * formats).\n         *<p>\n         * Feature is disabled by default, so default output mode is used; this generally\n         * depends on how {@link BigDecimal} has been created.\n         *\n         * @since 2.3",WRITE_BIGDECIMAL_AS_PLAIN(false),com.fasterxml.jackson.core.JsonGenerator$Feature WRITE_BIGDECIMAL_AS_PLAIN,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.STRICT_DUPLICATE_DETECTION,Enum Constant,"* Feature that determines whether {@link JsonGenerator} will explicitly\n         * check that no duplicate JSON Object field names are written.\n         * If enabled, generator will check all names within context and report\n         * duplicates by throwing a {@link JsonGenerationException}; if disabled,\n         * no such checking will be done. Assumption in latter case is\n         * that caller takes care of not trying to write duplicate names.\n         *<p>\n         * Note that enabling this feature will incur performance overhead\n         * due to having to store and check additional information.\n         *<p>\n         * Feature is disabled by default.\n         *\n         * @since 2.3",STRICT_DUPLICATE_DETECTION(false),com.fasterxml.jackson.core.JsonGenerator$Feature STRICT_DUPLICATE_DETECTION,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.IGNORE_UNKNOWN,Enum Constant,"* Feature that determines what to do if the underlying data format requires knowledge\n         * of all properties to output, and if no definition is found for a property that\n         * caller tries to write. If enabled, such properties will be quietly ignored;\n         * if disabled, a {@link JsonProcessingException} will be thrown to indicate the\n         * problem.\n         * Typically most textual data formats do NOT require schema information (although\n         * some do, such as CSV), whereas many binary data formats do require definitions\n         * (such as Avro, protobuf), although not all (Smile, CBOR, BSON and MessagePack do not).\n         *<p>\n         * Note that support for this feature is implemented by individual data format\n         * module, if (and only if) it makes sense for the format in question. For JSON,\n         * for example, this feature has no effect as properties need not be pre-defined.\n         *<p>\n         * Feature is disabled by default, meaning that if the underlying data format\n         * requires knowledge of all properties to output, attempts to write an unknown\n         * property will result in a {@link JsonProcessingException}\n         *\n         * @since 2.5",IGNORE_UNKNOWN(false),com.fasterxml.jackson.core.JsonGenerator$Feature IGNORE_UNKNOWN,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.USE_FAST_DOUBLE_WRITER,Enum Constant,* Alias for {@link com.fasterxml.jackson.core.StreamWriteFeature#USE_FAST_DOUBLE_WRITER} instead\n         *\n         * @since 2.14\n         * @deprecated Use {@link com.fasterxml.jackson.core.StreamWriteFeature#USE_FAST_DOUBLE_WRITER} instead,@Deprecated\nUSE_FAST_DOUBLE_WRITER(false),com.fasterxml.jackson.core.JsonGenerator$Feature USE_FAST_DOUBLE_WRITER,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.WRITE_HEX_UPPER_CASE,Enum Constant,"* Feature that specifies that hex values are encoded with capital letters.\n         *<p>\n         * Can be disabled to have a better possibility to compare between other Json\n         * writer libraries, such as JSON.stringify from Javascript.\n         *<p>\n         * Feature is enabled by default.\n         *\n         * @since 2.14\n         * @deprecated Use {@link com.fasterxml.jackson.core.json.JsonWriteFeature#WRITE_HEX_UPPER_CASE} instead",@Deprecated\nWRITE_HEX_UPPER_CASE(true),com.fasterxml.jackson.core.JsonGenerator$Feature WRITE_HEX_UPPER_CASE,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.ESCAPE_FORWARD_SLASHES,Enum Constant,* See {@link com.fasterxml.jackson.core.json.JsonWriteFeature#ESCAPE_FORWARD_SLASHES}.\n         *\n         * @since 2.17,ESCAPE_FORWARD_SLASHES(false),com.fasterxml.jackson.core.JsonGenerator$Feature ESCAPE_FORWARD_SLASHES,public 
com.fasterxml.jackson.core.JsonGenerator$Feature.COMBINE_UNICODE_SURROGATES_IN_UTF8,Enum Constant,* See {@link com.fasterxml.jackson.core.json.JsonWriteFeature#COMBINE_UNICODE_SURROGATES_IN_UTF8}.\n         *\n         * @since 2.18,COMBINE_UNICODE_SURROGATES_IN_UTF8(false),com.fasterxml.jackson.core.JsonGenerator$Feature COMBINE_UNICODE_SURROGATES_IN_UTF8,public 
com.fasterxml.jackson.core.JsonParser$NumberType.INT,Enum Constant,No Comment,INT,com.fasterxml.jackson.core.JsonParser$NumberType INT,public 
com.fasterxml.jackson.core.JsonParser$NumberType.LONG,Enum Constant,No Comment,LONG,com.fasterxml.jackson.core.JsonParser$NumberType LONG,public 
com.fasterxml.jackson.core.JsonParser$NumberType.BIG_INTEGER,Enum Constant,No Comment,BIG_INTEGER,com.fasterxml.jackson.core.JsonParser$NumberType BIG_INTEGER,public 
com.fasterxml.jackson.core.JsonParser$NumberType.FLOAT,Enum Constant,No Comment,FLOAT,com.fasterxml.jackson.core.JsonParser$NumberType FLOAT,public 
com.fasterxml.jackson.core.JsonParser$NumberType.DOUBLE,Enum Constant,No Comment,DOUBLE,com.fasterxml.jackson.core.JsonParser$NumberType DOUBLE,public 
com.fasterxml.jackson.core.JsonParser$NumberType.BIG_DECIMAL,Enum Constant,No Comment,BIG_DECIMAL,com.fasterxml.jackson.core.JsonParser$NumberType BIG_DECIMAL,public 
com.fasterxml.jackson.core.JsonParser$NumberTypeFP.FLOAT16,Enum Constant,"* Special ""mini-float"" that some binary formats support.",FLOAT16,com.fasterxml.jackson.core.JsonParser$NumberTypeFP FLOAT16,public 
com.fasterxml.jackson.core.JsonParser$NumberTypeFP.FLOAT32,Enum Constant,* Standard IEEE-754 single-precision 32-bit binary value,FLOAT32,com.fasterxml.jackson.core.JsonParser$NumberTypeFP FLOAT32,public 
com.fasterxml.jackson.core.JsonParser$NumberTypeFP.DOUBLE64,Enum Constant,* Standard IEEE-754 double-precision 64-bit binary value,DOUBLE64,com.fasterxml.jackson.core.JsonParser$NumberTypeFP DOUBLE64,public 
com.fasterxml.jackson.core.JsonParser$NumberTypeFP.BIG_DECIMAL,Enum Constant,"* Unlimited precision, decimal (10-based) values",BIG_DECIMAL,com.fasterxml.jackson.core.JsonParser$NumberTypeFP BIG_DECIMAL,public 
com.fasterxml.jackson.core.JsonParser$NumberTypeFP.UNKNOWN,Enum Constant,"* Constant used when type is not known, or there is no specific\n         * type to match: most commonly used for textual formats like JSON\n         * where representation does not necessarily have single easily detectable\n         * optimal representation (for example, value {@code 0.1} has no\n         * exact binary representation whereas {@code 0.25} has exact representation\n         * in every binary type supported)",UNKNOWN,com.fasterxml.jackson.core.JsonParser$NumberTypeFP UNKNOWN,public 
com.fasterxml.jackson.core.JsonParser$Feature.AUTO_CLOSE_SOURCE,Enum Constant,"* Feature that determines whether parser will automatically\n         * close underlying input source that is NOT owned by the\n         * parser. If disabled, calling application has to separately\n         * close the underlying {@link InputStream} and {@link Reader}\n         * instances used to create the parser. If enabled, parser\n         * will handle closing, as long as parser itself gets closed:\n         * this happens when end-of-input is encountered, or parser\n         * is closed by a call to {@link JsonParser#close}.\n         *<p>\n         * Feature is enabled by default.",AUTO_CLOSE_SOURCE(true),com.fasterxml.jackson.core.JsonParser$Feature AUTO_CLOSE_SOURCE,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_COMMENTS,Enum Constant,"* Feature that determines whether parser will allow use\n         * of Java/C++ style comments (both '/'+'*' and\n         * '//' varieties) within parsed content or not.\n         *<p>\n         * Since JSON specification does not mention comments as legal\n         * construct,\n         * this is a non-standard feature; however, in the wild\n         * this is extensively used. As such, feature is\n         * <b>disabled by default</b> for parsers and must be\n         * explicitly enabled.\n         *<p>\n         * NOTE: while not technically deprecated, since 2.10 recommended to use\n         * {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_JAVA_COMMENTS} instead.",ALLOW_COMMENTS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_COMMENTS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_YAML_COMMENTS,Enum Constant,"* Feature that determines whether parser will allow use\n         * of YAML comments, ones starting with '#' and continuing\n         * until the end of the line. This commenting style is common\n         * with scripting languages as well.\n         *<p>\n         * Since JSON specification does not mention comments as legal\n         * construct,\n         * this is a non-standard feature. As such, feature is\n         * <b>disabled by default</b> for parsers and must be\n         * explicitly enabled.\n         *<p>\n         * NOTE: while not technically deprecated, since 2.10 recommended to use\n         * {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_YAML_COMMENTS} instead.",ALLOW_YAML_COMMENTS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_YAML_COMMENTS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_UNQUOTED_FIELD_NAMES,Enum Constant,"* Feature that determines whether parser will allow use\n         * of unquoted field names (which is allowed by Javascript,\n         * but not by JSON specification).\n         *<p>\n         * Since JSON specification requires use of double quotes for\n         * field names,\n         * this is a non-standard feature, and as such disabled by default.\n         *<p>\n         * NOTE: while not technically deprecated, since 2.10 recommended to use\n         * {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_UNQUOTED_FIELD_NAMES} instead.",ALLOW_UNQUOTED_FIELD_NAMES(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_UNQUOTED_FIELD_NAMES,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_SINGLE_QUOTES,Enum Constant,"* Feature that determines whether parser will allow use\n         * of single quotes (apostrophe, character '\'') for\n         * quoting Strings (names and String values). If so,\n         * this is in addition to other acceptable markers.\n         * but not by JSON specification).\n         *<p>\n         * Since JSON specification requires use of double quotes for\n         * field names,\n         * this is a non-standard feature, and as such disabled by default.\n         *<p>\n         * NOTE: while not technically deprecated, since 2.10 recommended to use\n         * {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_SINGLE_QUOTES} instead.",ALLOW_SINGLE_QUOTES(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_SINGLE_QUOTES,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_UNQUOTED_CONTROL_CHARS,Enum Constant,"* Feature that determines whether parser will allow\n         * JSON Strings to contain unquoted control characters\n         * (ASCII characters with value less than 32, including\n         * tab and line feed characters) or not.\n         * If feature is set false, an exception is thrown if such a\n         * character is encountered.\n         *<p>\n         * Since JSON specification requires quoting for all control characters,\n         * this is a non-standard feature, and as such disabled by default.\n         *\n         * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_UNESCAPED_CONTROL_CHARS} instead",@Deprecated\nALLOW_UNQUOTED_CONTROL_CHARS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_UNQUOTED_CONTROL_CHARS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER,Enum Constant,"* Feature that can be enabled to accept quoting of all character\n         * using backslash quoting mechanism: if not enabled, only characters\n         * that are explicitly listed by JSON specification can be thus\n         * escaped (see JSON spec for small list of these characters)\n         *<p>\n         * Since JSON specification requires quoting for all control characters,\n         * this is a non-standard feature, and as such disabled by default.\n         *\n         * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER} instead",@Deprecated\nALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_NUMERIC_LEADING_ZEROS,Enum Constant,"* Feature that determines whether parser will allow\n         * JSON integral numbers to start with additional (ignorable)\n         * zeroes (like: 000001). If enabled, no exception is thrown, and extra\n         * nulls are silently ignored (and not included in textual representation\n         * exposed via {@link JsonParser#getText}).\n         *<p>\n         * Since JSON specification does not allow leading zeroes,\n         * this is a non-standard feature, and as such disabled by default.\n         *\n         * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_LEADING_ZEROS_FOR_NUMBERS} instead",@Deprecated\nALLOW_NUMERIC_LEADING_ZEROS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_NUMERIC_LEADING_ZEROS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS,Enum Constant,* @deprecated Use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS} instead,@Deprecated\nALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS,Enum Constant,* @deprecated Use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS} instead,@Deprecated\nALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS,Enum Constant,* @deprecated Use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS} instead,@Deprecated\nALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_NON_NUMERIC_NUMBERS,Enum Constant,"* Feature that allows parser to recognize set of\n         * ""Not-a-Number"" (NaN) tokens as legal floating number\n         * values (similar to how many other data formats and\n         * programming language source code allows it).\n         * Specific subset contains values that\n         * <a href=""http://www.w3.org/TR/xmlschema-2/"">XML Schema</a>\n         * (see section 3.2.4.1, Lexical Representation)\n         * allows (tokens are quoted contents, not including quotes):\n         *<ul>\n         *  <li>""INF"" (for positive infinity), as well as alias of ""Infinity""\n         *  <li>""-INF"" (for negative infinity), alias ""-Infinity""\n         *  <li>""NaN"" (for other not-a-numbers, like result of division by zero)\n         *</ul>\n         *<p>\n         * Since JSON specification does not allow use of such values,\n         * this is a non-standard feature, and as such disabled by default.\n          *\n          * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_NON_NUMERIC_NUMBERS} instead",@Deprecated\nALLOW_NON_NUMERIC_NUMBERS(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_NON_NUMERIC_NUMBERS,public 
com.fasterxml.jackson.core.JsonParser$Feature.ALLOW_MISSING_VALUES,Enum Constant,"* Feature allows the support for ""missing"" values in a JSON array: missing\n          * value meaning sequence of two commas, without value in-between but only\n          * optional white space.\n          * Enabling this feature will expose ""missing"" values as {@link JsonToken#VALUE_NULL}\n          * tokens, which typically become Java nulls in arrays and {@link java.util.Collection}\n          * in data-binding.\n          * <p>\n          * For example, enabling this feature will represent a JSON array <code>[""value1"",,""value3"",]</code>\n          * as <code>[""value1"", null, ""value3"", null]</code>\n          * <p>\n          * Since the JSON specification does not allow missing values this is a non-compliant JSON\n          * feature and is disabled by default.\n          *\n          * @since 2.8\n          *\n          * @deprecated Since 2.10 use {@link com.fasterxml.jackson.core.json.JsonReadFeature#ALLOW_MISSING_VALUES} instead",@Deprecated\nALLOW_MISSING_VALUES(false),com.fasterxml.jackson.core.JsonParser$Feature ALLOW_MISSING_VALUES,public 
