"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"org.apache.commons.codec.net.URLCodec.encode(String,String).str","Parameter_1","Belong to org.apache.commons.codec.net.URLCodec.encode(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.URLCodec.encode(String,String).charsetName","Parameter_2","Belong to org.apache.commons.codec.net.URLCodec.encode(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.URLCodec.getDefaultCharset()","Method","* The default charset used for string decoding and encoding.
     *
     * @return the default string charset.","public String getDefaultCharset() {
    return this.charset;
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.URLCodec.getEncoding()","Method","* The {@code String} encoding used for decoding and encoding.
     *
     * @return the encoding.
     * @deprecated Use {@link #getDefaultCharset()}, will be removed in 2.0.","@Deprecated
public String getEncoding() {
    return this.charset;
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.URLCodec.<init>()","Constructor","* Default constructor.","public URLCodec() {
    this(CharEncoding.UTF_8);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.URLCodec.<init>(String)","Constructor","* Constructor which allows for the selection of a default charset.
     *
     * @param charset the default string charset to use.","public URLCodec(final String charset) {
    this.charset = charset;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.URLCodec.<init>(String).charset","Parameter_1","Belong to org.apache.commons.codec.net.URLCodec.<init>(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec","Class","* Identical to the Base64 encoding defined by <a href=""http://www.ietf.org/rfc/rfc1521.txt"">RFC 1521</a>
 * and allows a character set to be specified.
 * <p>
 * <a href=""http://www.ietf.org/rfc/rfc1522.txt"">RFC 1522</a> describes techniques to allow the encoding of non-ASCII
 * text in various portions of a RFC 822 [2] message header, in a manner which is unlikely to confuse existing message
 * handling software.
 * </p>
 * <p>
 * This class is immutable and thread-safe.
 * </p>
 *
 * @see <a href=""http://www.ietf.org/rfc/rfc1522.txt"">MIME (Multipurpose Internet Mail Extensions) Part Two: Message
 *          Header Extensions for Non-ASCII Text</a>
 *
 * @since 1.3","Class do not obtain Source Code","No return type","public ","org.apache.commons.codec.net.RFC1522Codec","org.apache.commons.codec.StringEncoder;org.apache.commons.codec.StringDecoder"
"org.apache.commons.codec.net.BCodec.DECODING_POLICY_DEFAULT","Field","* The default decoding policy.","private static final CodecPolicy DECODING_POLICY_DEFAULT = CodecPolicy.LENIENT;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.decodingPolicy","Field","* If true then decoding should throw an exception for impossible combinations of bits at the
     * end of the byte input. The default is to decode as much of them as possible.","private final CodecPolicy decodingPolicy;","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.decode(Object)","Method","* Decodes a Base64 object into its original form. Escaped characters are converted back to their original
     * representation.
     *
     * @param value
     *            Base64 object to convert into its original form
     * @return original object
     * @throws DecoderException
     *             Thrown if the argument is not a {@code String}. Thrown if a failure condition is encountered
     *             during the decode process.","@Override
public Object decode(final Object value) throws DecoderException {
    if (value == null) {
        return null;
    }
    if (value instanceof String) {
        return decode((String) value);
    }
    throw new DecoderException(""Objects of type "" + value.getClass().getName() + "" cannot be decoded using BCodec"");
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.decode(Object).value","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.decode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.decode(String)","Method","* Decodes a Base64 string into its original form. Escaped characters are converted back to their original
     * representation.
     *
     * @param value
     *            Base64 string to convert into its original form
     * @return original string
     * @throws DecoderException
     *             A decoder exception is thrown if a failure condition is encountered during the decode process.","@Override
public String decode(final String value) throws DecoderException {
    try {
        return decodeText(value);
    } catch (final UnsupportedEncodingException | IllegalArgumentException e) {
        throw new DecoderException(e.getMessage(), e);
    }
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.decode(String).value","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.decode(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.doDecoding(byte[])","Method","No Comment","@Override
protected byte[] doDecoding(final byte[] bytes) {
    if (bytes == null) {
        return null;
    }
    return new Base64(0, BaseNCodec.getChunkSeparator(), false, decodingPolicy).decode(bytes);
}","byte[]","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.doDecoding(byte[]).bytes","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.doDecoding(byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.doEncoding(byte[])","Method","No Comment","@Override
protected byte[] doEncoding(final byte[] bytes) {
    if (bytes == null) {
        return null;
    }
    return Base64.encodeBase64(bytes);
}","byte[]","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.doEncoding(byte[]).bytes","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.doEncoding(byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(Object)","Method","* Encodes an object into its Base64 form using the default Charset. Unsafe characters are escaped.
     *
     * @param value
     *            object to convert to Base64 form
     * @return Base64 object
     * @throws EncoderException
     *             thrown if a failure condition is encountered during the encoding process.","@Override
public Object encode(final Object value) throws EncoderException {
    if (value == null) {
        return null;
    }
    if (value instanceof String) {
        return encode((String) value);
    }
    throw new EncoderException(""Objects of type "" + value.getClass().getName() + "" cannot be encoded using BCodec"");
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(Object).value","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.encode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String)","Method","* Encodes a string into its Base64 form using the default Charset. Unsafe characters are escaped.
     *
     * @param strSource
     *            string to convert to Base64 form
     * @return Base64 string
     * @throws EncoderException
     *             thrown if a failure condition is encountered during the encoding process.","@Override
public String encode(final String strSource) throws EncoderException {
    return encode(strSource, getCharset());
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String).strSource","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.encode(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String,Charset)","Method","* Encodes a string into its Base64 form using the specified Charset. Unsafe characters are escaped.
     *
     * @param strSource
     *            string to convert to Base64 form
     * @param sourceCharset
     *            the Charset for {@code value}
     * @return Base64 string
     * @throws EncoderException
     *             thrown if a failure condition is encountered during the encoding process.
     * @since 1.7","public String encode(final String strSource, final Charset sourceCharset) throws EncoderException {
    return encodeText(strSource, sourceCharset);
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String,Charset).strSource","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.encode(String,Charset)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String,Charset).sourceCharset","Parameter_2","Belong to org.apache.commons.codec.net.BCodec.encode(String,Charset)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String,String)","Method","* Encodes a string into its Base64 form using the specified Charset. Unsafe characters are escaped.
     *
     * @param strSource
     *            string to convert to Base64 form
     * @param sourceCharset
     *            the Charset for {@code value}
     * @return Base64 string
     * @throws EncoderException
     *             thrown if a failure condition is encountered during the encoding process.","public String encode(final String strSource, final String sourceCharset) throws EncoderException {
    try {
        return encodeText(strSource, sourceCharset);
    } catch (final UnsupportedCharsetException e) {
        throw new EncoderException(e.getMessage(), e);
    }
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String,String).strSource","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.encode(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.encode(String,String).sourceCharset","Parameter_2","Belong to org.apache.commons.codec.net.BCodec.encode(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.getEncoding()","Method","No Comment","@Override
protected String getEncoding() {
    return ""B"";
}","String","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.isStrictDecoding()","Method","* Returns true if decoding behavior is strict. Decoding will raise a
     * {@link DecoderException} if trailing bits are not part of a valid Base64 encoding.
     *
     * <p>The default is false for lenient encoding. Decoding will compose trailing bits
     * into 8-bit bytes and discard the remainder.
     *
     * @return true if using strict decoding
     * @since 1.15","public boolean isStrictDecoding() {
    return decodingPolicy == CodecPolicy.STRICT;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>()","Constructor","* Default constructor.","public BCodec() {
    this(StandardCharsets.UTF_8);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>(Charset)","Constructor","* Constructor which allows for the selection of a default Charset
     *
     * @param charset
     *            the default string Charset to use.
     *
     * @see Charset
     * @since 1.7","public BCodec(final Charset charset) {
    this(charset, DECODING_POLICY_DEFAULT);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>(Charset).charset","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.<init>(Charset)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>(Charset,CodecPolicy)","Constructor","* Constructor which allows for the selection of a default Charset.
     *
     * @param charset
     *            the default string Charset to use.
     * @param decodingPolicy The decoding policy.
     * @see Charset
     * @since 1.15","public BCodec(final Charset charset, final CodecPolicy decodingPolicy) {
    super(charset);
    this.decodingPolicy = decodingPolicy;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>(Charset,CodecPolicy).charset","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.<init>(Charset,CodecPolicy)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>(Charset,CodecPolicy).decodingPolicy","Parameter_2","Belong to org.apache.commons.codec.net.BCodec.<init>(Charset,CodecPolicy)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>(String)","Constructor","* Constructor which allows for the selection of a default Charset
     *
     * @param charsetName
     *            the default Charset to use.
     * @throws java.nio.charset.UnsupportedCharsetException
     *             If the named Charset is unavailable
     * @since 1.7 throws UnsupportedCharsetException if the named Charset is unavailable
     * @see Charset","public BCodec(final String charsetName) {
    this(Charset.forName(charsetName));
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.net.BCodec.<init>(String).charsetName","Parameter_1","Belong to org.apache.commons.codec.net.BCodec.<init>(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets","Class","* Charsets required of every implementation of the Java platform.
 *
 * From the Java documentation <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard
 * charsets</a>:
 * <p>
 * <cite>Every implementation of the Java platform is required to support the following character encodings. Consult the
 * release documentation for your implementation to see if any other encodings are supported. Consult the release
 * documentation for your implementation to see if any other encodings are supported. </cite>
 * </p>
 *
 * <ul>
 * <li>{@code US-ASCII}<p>
 * Seven-bit ASCII, a.k.a. ISO646-US, a.k.a. the Basic Latin block of the Unicode character set.</p></li>
 * <li>{@code ISO-8859-1}<p>
 * ISO Latin Alphabet No. 1, a.k.a. ISO-LATIN-1.</p></li>
 * <li>{@code UTF-8}<p>
 * Eight-bit Unicode Transformation Format.</p></li>
 * <li>{@code UTF-16BE}<p>
 * Sixteen-bit Unicode Transformation Format, big-endian byte order.</p></li>
 * <li>{@code UTF-16LE}<p>
 * Sixteen-bit Unicode Transformation Format, little-endian byte order.</p></li>
 * <li>{@code UTF-16}<p>
 * Sixteen-bit Unicode Transformation Format, byte order specified by a mandatory initial byte-order mark (either order
 * accepted on input, big-endian used on output.)</p></li>
 * </ul>
 *
 * This perhaps would best belong in the Commons Lang project. Even if a similar class is defined in Commons Lang, it is
 * not foreseen that Commons Codec would be made to depend on Commons Lang.
 *
 * <p>
 * This class is immutable and thread-safe.
 * </p>
 *
 * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>
 * @since 1.7","Class do not obtain Source Code","No return type","public ","",""
"org.apache.commons.codec.Charsets.ISO_8859_1","Field","* CharEncodingISO Latin Alphabet No. 1, a.k.a. ISO-LATIN-1.
     * <p>
     * Every implementation of the Java platform is required to support this character encoding.
     * </p>
     *
     * @deprecated Use {@link java.nio.charset.StandardCharsets#ISO_8859_1} instead.
     * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>","@Deprecated
public static final Charset ISO_8859_1 = StandardCharsets.ISO_8859_1;","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.US_ASCII","Field","* Seven-bit ASCII, also known as ISO646-US, also known as the Basic Latin block of the Unicode character set.
     * <p>
     * Every implementation of the Java platform is required to support this character encoding.
     * </p>
     *
     * @deprecated Use {@link java.nio.charset.StandardCharsets#US_ASCII} instead.
     * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>","@Deprecated
public static final Charset US_ASCII = StandardCharsets.US_ASCII;","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.UTF_16","Field","* Sixteen-bit Unicode Transformation Format, The byte order specified by a mandatory initial byte-order mark
     * (either order accepted on input, big-endian used on output)
     * <p>
     * Every implementation of the Java platform is required to support this character encoding.
     * </p>
     *
     * @deprecated Use {@link java.nio.charset.StandardCharsets#UTF_16} instead.
     * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>","@Deprecated
public static final Charset UTF_16 = StandardCharsets.UTF_16;","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.UTF_16BE","Field","* Sixteen-bit Unicode Transformation Format, big-endian byte order.
     * <p>
     * Every implementation of the Java platform is required to support this character encoding.
     * </p>
     *
     * @deprecated Use {@link java.nio.charset.StandardCharsets#UTF_16BE} instead.
     * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>","@Deprecated
public static final Charset UTF_16BE = StandardCharsets.UTF_16BE;","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.UTF_16LE","Field","* Sixteen-bit Unicode Transformation Format, little-endian byte order.
     * <p>
     * Every implementation of the Java platform is required to support this character encoding.
     * </p>
     *
     * @deprecated Use {@link java.nio.charset.StandardCharsets#UTF_16LE} instead.
     * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>","@Deprecated
public static final Charset UTF_16LE = StandardCharsets.UTF_16LE;","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.UTF_8","Field","* Eight-bit Unicode Transformation Format.
     * <p>
     * Every implementation of the Java platform is required to support this character encoding.
     * </p>
     *
     * @deprecated Use {@link java.nio.charset.StandardCharsets#UTF_8} instead.
     * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>","@Deprecated
public static final Charset UTF_8 = StandardCharsets.UTF_8;","No return type","public , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.toCharset(Charset)","Method","* Returns the given Charset or the default Charset if the given Charset is null.
     *
     * @param charset
     *            A charset or null.
     * @return the given Charset or the default Charset if the given Charset is null.","public static Charset toCharset(final Charset charset) {
    return charset == null ? Charset.defaultCharset() : charset;
}","Charset","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.toCharset(Charset).charset","Parameter_1","Belong to org.apache.commons.codec.Charsets.toCharset(Charset)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.toCharset(String)","Method","* Returns a Charset for the named charset. If the name is null, return the default Charset.
     *
     * @param charset The name of the requested charset, may be null.
     * @return a Charset for the named charset
     * @throws java.nio.charset.UnsupportedCharsetException If the named charset is unavailable","public static Charset toCharset(final String charset) {
    return charset == null ? Charset.defaultCharset() : Charset.forName(charset);
}","Charset","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.toCharset(String).charset","Parameter_1","Belong to org.apache.commons.codec.Charsets.toCharset(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Charsets.<init>()","Constructor","* TODO Make private in 2.0.
     *
     * @deprecated TODO Make private in 2.0.","@Deprecated
public Charsets() {
    // empty
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Decoder","Interface","* Provides the highest level of abstraction for Decoders.
 * <p>
 * This is the sister interface of {@link Encoder}. All Decoders implement this common generic interface.
 * Allows a user to pass a generic Object to any Decoder implementation in the codec package.
 * </p>
 * <p>
 * One of the two interfaces at the center of the codec package.
 * </p>","Interface do not obtain Source Code","No return type","public ","",""
"org.apache.commons.codec.Decoder.decode(Object)","Abstract Method","* Decodes an ""encoded"" Object and returns a ""decoded"" Object. Note that the implementation of this interface will
     * try to cast the Object parameter to the specific type expected by a particular Decoder implementation. If a
     * {@link ClassCastException} occurs this decode method will throw a DecoderException.
     *
     * @param source
     *            the object to decode
     * @return a 'decoded"" object
     * @throws DecoderException
     *             a decoder exception can be thrown for any number of reasons. Some good candidates are that the
     *             parameter passed to this method is null, a param cannot be cast to the appropriate type for a
     *             specific encoder.","Object decode(Object source) throws DecoderException;","Object","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.Decoder.decode(Object).source","Parameter_1","Belong to org.apache.commons.codec.Decoder.decode(Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt","Class","* The libc crypt() ""$1$"" and Apache ""$apr1$"" MD5-based hash algorithm.
 * <p>
 * Based on the public domain (""beer-ware"") C implementation from Poul-Henning Kamp which was found at: <a
 * href=""http://www.freebsd.org/cgi/cvsweb.cgi/src/lib/libcrypt/crypt-md5.c?rev=1.1;content-type=text%2Fplain"">
 * crypt-md5.c @ freebsd.org</a>
 * </p>
 * <p>
 * Source:
 * </p>
 * <pre>
 * $FreeBSD: src/lib/libcrypt/crypt-md5.c,v 1.1 1999/01/21 13:50:09 brandon Exp $
 * </pre>
 * <p>
 * Conversion to Kotlin and from there to Java in 2012.
 * </p>
 * <p>
 * The C style comments are from the original C code, the ones with ""//"" from the port.
 * </p>
 * <p>
 * This class is immutable and thread-safe.
 * </p>
 *
 * @since 1.7","Class do not obtain Source Code","No return type","public ","",""
"org.apache.commons.codec.digest.Md5Crypt.APR1_PREFIX","Field","The Identifier of the Apache variant.","static final String APR1_PREFIX = ""$apr1$"";","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.BLOCKSIZE","Field","The number of bytes of the final hash.","private static final int BLOCKSIZE = 16;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.MD5_PREFIX","Field","The Identifier of this crypt() variant.","static final String MD5_PREFIX = ""$1$"";","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.ROUNDS","Field","The number of rounds of the big loop.","private static final int ROUNDS = 1000;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[])","Method","* See {@link #apr1Crypt(byte[], String)} for details.
     * <p>
     * A salt is generated for you using {@link SecureRandom}; your own {@link Random} in
     * {@link #apr1Crypt(byte[], Random)}.
     * </p>
     *
     * @param keyBytes plaintext string to hash. Each array element is set to {@code 0} before returning.
     * @return the hash value
     * @throws IllegalArgumentException when a {@link java.security.NoSuchAlgorithmException} is caught. *
     * @see #apr1Crypt(byte[], String)","public static String apr1Crypt(final byte[] keyBytes) {
    return apr1Crypt(keyBytes, APR1_PREFIX + B64.getRandomSalt(8));
}","String","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[]).keyBytes","Parameter_1","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random)","Method","* See {@link #apr1Crypt(byte[], String)} for details.
     * <p>
     * A salt is generated for you using the user provided {@link Random}.
     * </p>
     *
     * @param keyBytes plaintext string to hash. Each array element is set to {@code 0} before returning.
     * @param random the instance of {@link Random} to use for generating the salt.
     *              Consider using {@link SecureRandom} for more secure salts.
     * @return the hash value
     * @throws IllegalArgumentException when a {@link java.security.NoSuchAlgorithmException} is caught. *
     * @see #apr1Crypt(byte[], String)
     * @since 1.12","public static String apr1Crypt(final byte[] keyBytes, final Random random) {
    return apr1Crypt(keyBytes, APR1_PREFIX + B64.getRandomSalt(8, random));
}","String","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random).keyBytes","Parameter_1","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random).random","Parameter_2","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String)","Method","* See {@link #apr1Crypt(String, String)} for details.
     * <p>
     * A salt is generated for you using {@link SecureRandom}
     * </p>
     *
     * @param keyBytes
     *            plaintext string to hash. Each array element is set to {@code 0} before returning.
     * @param salt
     *            An APR1 salt. The salt may be null, in which case a salt is generated for you using
     *            {@link SecureRandom}
     * @return the hash value
     * @throws IllegalArgumentException
     *             if the salt does not match the allowed pattern
     * @throws IllegalArgumentException
     *             when a {@link java.security.NoSuchAlgorithmException} is caught.","public static String apr1Crypt(final byte[] keyBytes, String salt) {
    // to make the md5Crypt regex happy
    if (salt != null && !salt.startsWith(APR1_PREFIX)) {
        salt = APR1_PREFIX + salt;
    }
    return Md5Crypt.md5Crypt(keyBytes, salt, APR1_PREFIX);
}","String","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String).keyBytes","Parameter_1","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String).salt","Parameter_2","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String)","Method","* See {@link #apr1Crypt(String, String)} for details.
     * <p>
     * A salt is generated for you using {@link SecureRandom}.
     * </p>
     *
     * @param keyBytes
     *            plaintext string to hash. Each array element is set to {@code 0} before returning.
     * @return the hash value
     * @throws IllegalArgumentException
     *             when a {@link java.security.NoSuchAlgorithmException} is caught.
     * @see #apr1Crypt(byte[], String)","public static String apr1Crypt(final String keyBytes) {
    return apr1Crypt(keyBytes.getBytes(StandardCharsets.UTF_8));
}","String","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String).keyBytes","Parameter_1","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String)","Method","* Generates an Apache htpasswd compatible ""$apr1$"" MD5 based hash value.
     * <p>
     * The algorithm is identical to the crypt(3) ""$1$"" one but produces different outputs due to the different salt
     * prefix.
     * </p>
     *
     * @param keyBytes
     *            plaintext string to hash. Each array element is set to {@code 0} before returning.
     * @param salt
     *            salt string including the prefix and optionally garbage at the end. The salt may be null, in which
     *            case a salt is generated for you using {@link SecureRandom}.
     * @return the hash value
     * @throws IllegalArgumentException
     *             if the salt does not match the allowed pattern
     * @throws IllegalArgumentException
     *             when a {@link java.security.NoSuchAlgorithmException} is caught.","public static String apr1Crypt(final String keyBytes, final String salt) {
    return apr1Crypt(keyBytes.getBytes(StandardCharsets.UTF_8), salt);
}","String","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String).keyBytes","Parameter_1","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String).salt","Parameter_2","Belong to org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
