"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.pow10(int)","Method","* Returns 10<sup>{@code e}</sup>.
     *
     * @param e The exponent which must meet
     *          0 &le; {@code e} &le; {@link #H}.
     * @return 10<sup>{@code e}</sup>.","static long pow10(int e) {
    return pow10[e];
}","long","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.pow10(int).e","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.pow10(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.flog10pow2(int)","Method","* Returns the unique integer <i>k</i> such that
     * 10<sup><i>k</i></sup> &le; 2<sup>{@code e}</sup>
     * &lt; 10<sup><i>k</i>+1</sup>.
     * <p>
     * The result is correct when |{@code e}| &le; 5_456_721.
     * Otherwise the result is undefined.
     *
     * @param e The exponent of 2, which should meet
     *          |{@code e}| &le; 5_456_721 for safe results.
     * @return &lfloor;log<sub>10</sub>2<sup>{@code e}</sup>&rfloor;.","static int flog10pow2(int e) {
    return (int) (e * C_10 >> Q_10);
}","int","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.flog10pow2(int).e","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.flog10pow2(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.flog10threeQuartersPow2(int)","Method","* Returns the unique integer <i>k</i> such that
     * 10<sup><i>k</i></sup> &le; 3/4 &middot; 2<sup>{@code e}</sup>
     * &lt; 10<sup><i>k</i>+1</sup>.
     * <p>
     * The result is correct when
     * -2_956_395 &le; {@code e} &le; 2_500_325.
     * Otherwise the result is undefined.
     *
     * @param e The exponent of 2, which should meet
     *          -2_956_395 &le; {@code e} &le; 2_500_325 for safe results.
     * @return &lfloor;log<sub>10</sub>(3/4 &middot;
     * 2<sup>{@code e}</sup>)&rfloor;.","static int flog10threeQuartersPow2(int e) {
    return (int) (e * C_10 + A_10 >> Q_10);
}","int","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.flog10threeQuartersPow2(int).e","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.flog10threeQuartersPow2(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.flog2pow10(int)","Method","* Returns the unique integer <i>k</i> such that
     * 2<sup><i>k</i></sup> &le; 10<sup>{@code e}</sup>
     * &lt; 2<sup><i>k</i>+1</sup>.
     * <p>
     * The result is correct when |{@code e}| &le; 1_838_394.
     * Otherwise the result is undefined.
     *
     * @param e The exponent of 10, which should meet
     *          |{@code e}| &le; 1_838_394 for safe results.
     * @return &lfloor;log<sub>2</sub>10<sup>{@code e}</sup>&rfloor;.","static int flog2pow10(int e) {
    return (int) (e * C_2 >> Q_2);
}","int","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.flog2pow10(int).e","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.flog2pow10(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.g1(int)","Method","* Let 10<sup>-{@code k}</sup> = <i>&beta;</i> 2<sup><i>r</i></sup>,
     * for the unique pair of integer <i>r</i> and real <i>&beta;</i> meeting
     * 2<sup>125</sup> &le; <i>&beta;</i> &lt; 2<sup>126</sup>.
     * Further, let <i>g</i> = &lfloor;<i>&beta;</i>&rfloor; + 1.
     * Split <i>g</i> into the higher 63 bits <i>g</i><sub>1</sub> and
     * the lower 63 bits <i>g</i><sub>0</sub>. Thus,
     * <i>g</i><sub>1</sub> =
     * &lfloor;<i>g</i> 2<sup>-63</sup>&rfloor;
     * and
     * <i>g</i><sub>0</sub> =
     * <i>g</i> - <i>g</i><sub>1</sub> 2<sup>63</sup>.
     * <p>
     * This method returns <i>g</i><sub>1</sub> while
     * {@link #g0(int)} returns <i>g</i><sub>0</sub>.
     * <p>
     * If needed, the exponent <i>r</i> can be computed as
     * <i>r</i> = {@code flog2pow10(-k)} - 125 (see {@link #flog2pow10(int)}).
     *
     * @param k The exponent of 10, which must meet
     *          {@link #K_MIN} &le; {@code e} &le; {@link #K_MAX}.
     * @return <i>g</i><sub>1</sub> as described above.","static long g1(int k) {
    return g[k - K_MIN << 1];
}","long","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.g1(int).k","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.g1(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.g0(int)","Method","* Returns <i>g</i><sub>0</sub> as described in
     * {@link #g1(int)}.
     *
     * @param k The exponent of 10, which must meet
     *          {@link #K_MIN} &le; {@code e} &le; {@link #K_MAX}.
     * @return <i>g</i><sub>0</sub> as described in
     * {@link #g1(int)}.","static long g0(int k) {
    return g[k - K_MIN << 1 | 1];
}","long","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.g0(int).k","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.g0(int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.multiplyHigh(long,long)","Method","a Java port of https://github.com/plokhotnyuk/jsoniter-scala/blob/c70a293ac802dc2eb44165471d76d7df2d4657b6/jsoniter-scala-core/native/src/main/scala/com/github/plokhotnyuk/jsoniter_scala/core/JsonWriter.scala#L2027","static long multiplyHigh(long x, long y) {
    // Karatsuba technique for two positive ints
    long x2 = x & 0xFFFFFFFFL;
    long y2 = y & 0xFFFFFFFFL;
    long b = x2 * y2;
    long x1 = x >>> 32;
    long y1 = y >>> 32;
    long a = x1 * y1;
    return (((b >>> 32) + (x1 + x2) * (y1 + y2) - b - a) >>> 32) + a;
}","long","static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.multiplyHigh(long,long).x","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.multiplyHigh(long,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.multiplyHigh(long,long).y","Parameter_2","Belong to com.fasterxml.jackson.core.io.schubfach.MathUtils.multiplyHigh(long,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.MathUtils.<init>()","Constructor","No Comment","private MathUtils() {
}","No return type","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal","Class","* This class exposes a method to render a {@code float} as a string.
 *
 * @author Raffaello Giulietti","Class do not obtain Source Code","No return type","final , public ","",""
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.P","Field","The precision in bits.","static final int P = 24;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.W","Field","Exponent width in bits.","private static final int W = (Float.SIZE - 1) - (P - 1);","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.Q_MIN","Field","Minimum value of the exponent: -(2^(W-1)) - P + 3.","static final int Q_MIN = (-1 << W - 1) - P + 3;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.Q_MAX","Field","Maximum value of the exponent: 2^(W-1) - P.","static final int Q_MAX = (1 << W - 1) - P;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.E_MIN","Field","10^(E_MIN - 1) <= MIN_VALUE < 10^E_MIN","static final int E_MIN = -44;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.E_MAX","Field","10^(E_MAX - 1) <= MAX_VALUE < 10^E_MAX","static final int E_MAX = 39;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.C_TINY","Field","Threshold to detect tiny values, as in section 8.1.1 of [1]","static final int C_TINY = 8;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.K_MIN","Field","The minimum and maximum k, as in section 8 of [1]","static final int K_MIN = -45;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.K_MAX","Field","No Comment","static final int K_MAX = 31;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.H","Field","H is as in section 8 of [1].","static final int H = 9;","No return type","static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.C_MIN","Field","Minimum value of the significand of a normal value: 2^(P-1).","private static final int C_MIN = 1 << P - 1;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.BQ_MASK","Field","Mask to extract the biased exponent.","private static final int BQ_MASK = (1 << W) - 1;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.T_MASK","Field","Mask to extract the fraction bits.","private static final int T_MASK = (1 << P - 1) - 1;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.MASK_32","Field","Used in rop().","private static final long MASK_32 = (1L << 32) - 1;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.MASK_28","Field","Used for left-to-tight digit extraction.","private static final int MASK_28 = (1 << 28) - 1;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.NON_SPECIAL","Field","No Comment","private static final int NON_SPECIAL = 0;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.PLUS_ZERO","Field","No Comment","private static final int PLUS_ZERO = 1;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.MINUS_ZERO","Field","No Comment","private static final int MINUS_ZERO = 2;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.PLUS_INF","Field","No Comment","private static final int PLUS_INF = 3;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.MINUS_INF","Field","No Comment","private static final int MINUS_INF = 4;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.NAN","Field","No Comment","private static final int NAN = 5;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.MAX_CHARS","Field","Room for the longer of the forms
        -ddddd.dddd         H + 2 characters
        -0.00ddddddddd      H + 5 characters
        -d.ddddddddE-ee     H + 6 characters
    where there are H digits d","public final int MAX_CHARS = H + 6;","No return type","public , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.bytes","Field","Numerical results are created here...","private final byte[] bytes = new byte[MAX_CHARS];","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.index","Field","Index into buf of rightmost valid character.","private int index;","No return type","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toString(float)","Method","* Returns a string rendering of the {@code float} argument.
     *
     * <p>The characters of the result are all drawn from the ASCII set.
     * <ul>
     * <li> Any NaN, whether quiet or signaling, is rendered as
     * {@code ""NaN""}, regardless of the sign bit.
     * <li> The infinities +&infin; and -&infin; are rendered as
     * {@code ""Infinity""} and {@code ""-Infinity""}, respectively.
     * <li> The positive and negative zeroes are rendered as
     * {@code ""0.0""} and {@code ""-0.0""}, respectively.
     * <li> A finite negative {@code v} is rendered as the sign
     * '{@code -}' followed by the rendering of the magnitude -{@code v}.
     * <li> A finite positive {@code v} is rendered in two stages:
     * <ul>
     * <li> <em>Selection of a decimal</em>: A well-defined
     * decimal <i>d</i><sub><code>v</code></sub> is selected
     * to represent {@code v}.
     * <li> <em>Formatting as a string</em>: The decimal
     * <i>d</i><sub><code>v</code></sub> is formatted as a string,
     * either in plain or in computerized scientific notation,
     * depending on its value.
     * </ul>
     * </ul>
     *
     * <p>A <em>decimal</em> is a number of the form
     * <i>d</i>&times;10<sup><i>i</i></sup>
     * for some (unique) integers <i>d</i> &gt; 0 and <i>i</i> such that
     * <i>d</i> is not a multiple of 10.
     * These integers are the <em>significand</em> and
     * the <em>exponent</em>, respectively, of the decimal.
     * The <em>length</em> of the decimal is the (unique)
     * integer <i>n</i> meeting
     * 10<sup><i>n</i>-1</sup> &le; <i>d</i> &lt; 10<sup><i>n</i></sup>.
     *
     * <p>The decimal <i>d</i><sub><code>v</code></sub>
     * for a finite positive {@code v} is defined as follows:
     * <ul>
     * <li>Let <i>R</i> be the set of all decimals that round to {@code v}
     * according to the usual round-to-closest rule of
     * IEEE 754 floating-point arithmetic.
     * <li>Let <i>m</i> be the minimal length over all decimals in <i>R</i>.
     * <li>When <i>m</i> &ge; 2, let <i>T</i> be the set of all decimals
     * in <i>R</i> with length <i>m</i>.
     * Otherwise, let <i>T</i> be the set of all decimals
     * in <i>R</i> with length 1 or 2.
     * <li>Define <i>d</i><sub><code>v</code></sub> as
     * the decimal in <i>T</i> that is closest to {@code v}.
     * Or if there are two such decimals in <i>T</i>,
     * select the one with the even significand (there is exactly one).
     * </ul>
     *
     * <p>The (uniquely) selected decimal <i>d</i><sub><code>v</code></sub>
     * is then formatted.
     *
     * <p>Let <i>d</i>, <i>i</i> and <i>n</i> be the significand, exponent and
     * length of <i>d</i><sub><code>v</code></sub>, respectively.
     * Further, let <i>e</i> = <i>n</i> + <i>i</i> - 1 and let
     * <i>d</i><sub>1</sub>&hellip;<i>d</i><sub><i>n</i></sub>
     * be the usual decimal expansion of the significand.
     * Note that <i>d</i><sub>1</sub> &ne; 0 &ne; <i>d</i><sub><i>n</i></sub>.
     * <ul>
     * <li>Case -3 &le; <i>e</i> &lt; 0:
     * <i>d</i><sub><code>v</code></sub> is formatted as
     * <code>0.0</code>&hellip;<code>0</code><!--
     * --><i>d</i><sub>1</sub>&hellip;<i>d</i><sub><i>n</i></sub>,
     * where there are exactly -(<i>n</i> + <i>i</i>) zeroes between
     * the decimal point and <i>d</i><sub>1</sub>.
     * For example, 123 &times; 10<sup>-4</sup> is formatted as
     * {@code 0.0123}.
     * <li>Case 0 &le; <i>e</i> &lt; 7:
     * <ul>
     * <li>Subcase <i>i</i> &ge; 0:
     * <i>d</i><sub><code>v</code></sub> is formatted as
     * <i>d</i><sub>1</sub>&hellip;<i>d</i><sub><i>n</i></sub><!--
     * --><code>0</code>&hellip;<code>0.0</code>,
     * where there are exactly <i>i</i> zeroes
     * between <i>d</i><sub><i>n</i></sub> and the decimal point.
     * For example, 123 &times; 10<sup>2</sup> is formatted as
     * {@code 12300.0}.
     * <li>Subcase <i>i</i> &lt; 0:
     * <i>d</i><sub><code>v</code></sub> is formatted as
     * <i>d</i><sub>1</sub>&hellip;<!--
     * --><i>d</i><sub><i>n</i>+<i>i</i></sub>.<!--
     * --><i>d</i><sub><i>n</i>+<i>i</i>+1</sub>&hellip;<!--
     * --><i>d</i><sub><i>n</i></sub>.
     * There are exactly -<i>i</i> digits to the right of
     * the decimal point.
     * For example, 123 &times; 10<sup>-1</sup> is formatted as
     * {@code 12.3}.
     * </ul>
     * <li>Case <i>e</i> &lt; -3 or <i>e</i> &ge; 7:
     * computerized scientific notation is used to format
     * <i>d</i><sub><code>v</code></sub>.
     * Here <i>e</i> is formatted as by {@link Integer#toString(int)}.
     * <ul>
     * <li>Subcase <i>n</i> = 1:
     * <i>d</i><sub><code>v</code></sub> is formatted as
     * <i>d</i><sub>1</sub><code>.0E</code><i>e</i>.
     * For example, 1 &times; 10<sup>23</sup> is formatted as
     * {@code 1.0E23}.
     * <li>Subcase <i>n</i> &gt; 1:
     * <i>d</i><sub><code>v</code></sub> is formatted as
     * <i>d</i><sub>1</sub><code>.</code><i>d</i><sub>2</sub><!--
     * -->&hellip;<i>d</i><sub><i>n</i></sub><code>E</code><i>e</i>.
     * For example, 123 &times; 10<sup>-21</sup> is formatted as
     * {@code 1.23E-19}.
     * </ul>
     * </ul>
     *
     * @param  v the {@code float} to be rendered.
     * @return a string rendering of the argument.","public static String toString(float v) {
    return new FloatToDecimal().toDecimalString(v);
}","String","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toString(float).v","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toString(float)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimalString(float)","Method","No Comment","private String toDecimalString(float v) {
    switch(toDecimal(v)) {
        case NON_SPECIAL:
            return charsToString();
        case PLUS_ZERO:
            return ""0.0"";
        case MINUS_ZERO:
            return ""-0.0"";
        case PLUS_INF:
            return ""Infinity"";
        case MINUS_INF:
            return ""-Infinity"";
        default:
            return ""NaN"";
    }
}","String","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimalString(float).v","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimalString(float)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(float)","Method","Returns
        PLUS_ZERO       iff v is 0.0
        MINUS_ZERO      iff v is -0.0
        PLUS_INF        iff v is POSITIVE_INFINITY
        MINUS_INF       iff v is NEGATIVE_INFINITY
        NAN             iff v is NaN","private int toDecimal(float v) {
    /*
        For full details see references [2] and [1].

        For finite v != 0, determine integers c and q such that
            |v| = c 2^q    and
            Q_MIN <= q <= Q_MAX    and
                either    2^(P-1) <= c < 2^P                 (normal)
                or        0 < c < 2^(P-1)  and  q = Q_MIN    (subnormal)
         */
    int bits = floatToRawIntBits(v);
    int t = bits & T_MASK;
    int bq = (bits >>> P - 1) & BQ_MASK;
    if (bq < BQ_MASK) {
        index = -1;
        if (bits < 0) {
            append('-');
        }
        if (bq != 0) {
            // normal value. Here mq = -q
            int mq = -Q_MIN + 1 - bq;
            int c = C_MIN | t;
            // The fast path discussed in section 8.2 of [1].
            if (0 < mq & mq < P) {
                int f = c >> mq;
                if (f << mq == c) {
                    return toChars(f, 0);
                }
            }
            return toDecimal(-mq, c, 0);
        }
        if (t != 0) {
            // subnormal value
            return t < C_TINY ? toDecimal(Q_MIN, 10 * t, -1) : toDecimal(Q_MIN, t, 0);
        }
        return bits == 0 ? PLUS_ZERO : MINUS_ZERO;
    }
    if (t != 0) {
        return NAN;
    }
    return bits > 0 ? PLUS_INF : MINUS_INF;
}","int","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(float).v","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(float)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(int,int,int)","Method","No Comment","private int toDecimal(int q, int c, int dk) {
    /*
        The skeleton corresponds to figure 4 of [1].
        The efficient computations are those summarized in figure 7.
        Also check the appendix.

        Here's a correspondence between Java names and names in [1],
        expressed as approximate LaTeX source code and informally.
        Other names are identical.
        cb:     \bar{c}     ""c-bar""
        cbr:    \bar{c}_r   ""c-bar-r""
        cbl:    \bar{c}_l   ""c-bar-l""

        vb:     \bar{v}     ""v-bar""
        vbr:    \bar{v}_r   ""v-bar-r""
        vbl:    \bar{v}_l   ""v-bar-l""

        rop:    r_o'        ""r-o-prime""
         */
    int out = c & 0x1;
    long cb = c << 2;
    long cbr = cb + 2;
    long cbl;
    int k;
    /*
        flog10pow2(e) = floor(log_10(2^e))
        flog10threeQuartersPow2(e) = floor(log_10(3/4 2^e))
        flog2pow10(e) = floor(log_2(10^e))
         */
    if (c != C_MIN | q == Q_MIN) {
        // regular spacing
        cbl = cb - 2;
        k = flog10pow2(q);
    } else {
        // irregular spacing0
        cbl = cb - 1;
        k = flog10threeQuartersPow2(q);
    }
    int h = q + flog2pow10(-k) + 33;
    // g is as in the appendix
    long g = g1(k) + 1;
    int vb = rop(g, cb << h);
    int vbl = rop(g, cbl << h);
    int vbr = rop(g, cbr << h);
    int s = vb >> 2;
    if (s >= 100) {
        /*
            For n = 9, m = 1 the table in section 10 of [1] shows
                s' = floor(s / 10) = floor(s 1_717_986_919 / 2^34)

            sp10 = 10 s'
            tp10 = 10 t'
            upin    iff    u' = sp10 10^k in Rv
            wpin    iff    w' = tp10 10^k in Rv
            See section 9.4 of [1].
             */
        int sp10 = 10 * (int) (s * 1_717_986_919L >>> 34);
        int tp10 = sp10 + 10;
        boolean upin = vbl + out <= sp10 << 2;
        boolean wpin = (tp10 << 2) + out <= vbr;
        if (upin != wpin) {
            return toChars(upin ? sp10 : tp10, k);
        }
    }
    /*
        10 <= s < 100    or    s >= 100  and  u', w' not in Rv
        uin    iff    u = s 10^k in Rv
        win    iff    w = t 10^k in Rv
        See section 9.4 of [1].
         */
    int t = s + 1;
    boolean uin = vbl + out <= s << 2;
    boolean win = (t << 2) + out <= vbr;
    if (uin != win) {
        // Exactly one of u or w lies in Rv.
        return toChars(uin ? s : t, k + dk);
    }
    /*
        Both u and w lie in Rv: determine the one closest to v.
        See section 9.4 of [1].
         */
    int cmp = vb - (s + t << 1);
    return toChars(cmp < 0 || cmp == 0 && (s & 0x1) == 0 ? s : t, k + dk);
}","int","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(int,int,int).q","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(int,int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(int,int,int).c","Parameter_2","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(int,int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(int,int,int).dk","Parameter_3","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toDecimal(int,int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.rop(long,long)","Method","Computes rop(cp g 2^(-95))
    See appendix and figure 8 of [1].","private static int rop(long g, long cp) {
    long x1 = multiplyHigh(g, cp);
    long vbp = x1 >>> 31;
    return (int) (vbp | (x1 & MASK_32) + MASK_32 >>> 32);
}","int","private , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.rop(long,long).g","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.rop(long,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.rop(long,long).cp","Parameter_2","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.rop(long,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toChars(int,int)","Method","Formats the decimal f 10^e.","private int toChars(int f, int e) {
    /*
        For details not discussed here see section 10 of [1].

        Determine len such that
            10^(len-1) <= f < 10^len
         */
    int len = flog10pow2(Integer.SIZE - numberOfLeadingZeros(f));
    if (f >= pow10(len)) {
        len += 1;
    }
    /*
        Let fp and ep be the original f and e, respectively.
        Transform f and e to ensure
            10^(H-1) <= f < 10^H
            fp 10^ep = f 10^(e-H) = 0.f 10^e
         */
    f *= pow10(H - len);
    e += len;
    /*
        The toChars?() methods perform left-to-right digits extraction
        using ints, provided that the arguments are limited to 8 digits.
        Therefore, split the H = 9 digits of f into:
            h = the most significant digit of f
            l = the last 8, least significant digits of f

        For n = 9, m = 8 the table in section 10 of [1] shows
            floor(f / 10^8) = floor(1_441_151_881 f / 2^57)
         */
    int h = (int) (f * 1_441_151_881L >>> 57);
    int l = f - 100_000_000 * h;
    if (0 < e && e <= 7) {
        return toChars1(h, l, e);
    }
    if (-3 < e && e <= 0) {
        return toChars2(h, l, e);
    }
    return toChars3(h, l, e);
}","int","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toChars(int,int).f","Parameter_1","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toChars(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toChars(int,int).e","Parameter_2","Belong to com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toChars(int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.core.io.schubfach.FloatToDecimal.toChars1(int,int,int)","Method","No Comment","private int toChars1(int h, int l, int e) {
    /*
        0 < e <= 7: plain format without leading zeroes.
        Left-to-right digits extraction:
        algorithm 1 in [3], with b = 10, k = 8, n = 28.
         */
    appendDigit(h);
    int y = y(l);
    int t;
    int i = 1;
    for (; i < e; ++i) {
        t = 10 * y;
        appendDigit(t >>> 28);
        y = t & MASK_28;
    }
    append('.');
    for (; i <= 8; ++i) {
        t = 10 * y;
        appendDigit(t >>> 28);
        y = t & MASK_28;
    }
    removeTrailingZeroes();
    return NON_SPECIAL;
}","int","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
