"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"org.apache.commons.jxpath.Functions.getFunction(String,String,Object[]).name","Parameter_2","Belong to org.apache.commons.jxpath.Functions.getFunction(String,String,Object[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Functions.getFunction(String,String,Object[]).parameters","Parameter_3","Belong to org.apache.commons.jxpath.Functions.getFunction(String,String,Object[])","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.ExpressionContext","Interface","* If an extenstion function has an argument of type ExpressionContext,
 * it can gain access to the current node of an XPath expression context.
 * <p>
 * Example:
 * <blockquote><pre>
 * public class MyExtenstionFunctions {
 *    public static String objectType(ExpressionContext context){
 *       Object value = context.getContextNodePointer().getValue();
 *       if (value == null){
 *           return ""null"";
 *       }
 *       return value.getClass().getName();
 *    }
 * }
 * </pre></blockquote>
 *
 * You can then register this extension function using a {@link ClassFunctions
 * ClassFunctions} object and call it like this:
 * <blockquote><pre>
 *   ""/descendent-or-self::node()[ns:objectType() = 'java.util.Date']""
 * </pre></blockquote>
 * This expression will find all nodes of the graph that are dates.","Interface do not obtain Source Code","No return type","public ","",""
"org.apache.commons.jxpath.ExpressionContext.getJXPathContext()","Abstract Method","* Gets the JXPathContext in which this function is being evaluated.
     *
     * @return A list representing the current context nodes.","JXPathContext getJXPathContext();","JXPathContext","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.ExpressionContext.getContextNodePointer()","Abstract Method","* Gets the current context node.
     *
     * @return The current context node pointer.","Pointer getContextNodePointer();","Pointer","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.ExpressionContext.getContextNodeList()","Abstract Method","* Gets the current context node list.  Each element of the list is
     * a Pointer.
     *
     * @return A list representing the current context nodes.","List getContextNodeList();","List","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.ExpressionContext.getPosition()","Abstract Method","* Returns the current context position.
     * @return int","int getPosition();","int","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.ExceptionHandler","Interface","* Exception handler interface.  Actually handles Throwables.
 * @since 1.4","Interface do not obtain Source Code","No return type","public ","",""
"org.apache.commons.jxpath.ExceptionHandler.handle(Throwable,Pointer)","Abstract Method","* Handle an encountered Throwable.
     * @param t to handle
     * @param ptr specific context","void handle(Throwable t, Pointer ptr);","void","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.ExceptionHandler.handle(Throwable,Pointer).t","Parameter_1","Belong to org.apache.commons.jxpath.ExceptionHandler.handle(Throwable,Pointer)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.ExceptionHandler.handle(Throwable,Pointer).ptr","Parameter_2","Belong to org.apache.commons.jxpath.ExceptionHandler.handle(Throwable,Pointer)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.IdentityManager","Interface","* A delegate of {@link JXPathContext} that implements the XPath {@code ""id()""}
 * function. This delegate is only used when there is no default implementation
 * of the {@code id()} function. For example, it is <em>not</em> used
 * when the root of the context is a DOM Node.","Interface do not obtain Source Code","No return type","public ","",""
"org.apache.commons.jxpath.IdentityManager.getPointerByID(JXPathContext,String)","Abstract Method","* Finds a node by its ID.
     * @param context JXPathContext
     * @param id String
     * @return Pointer","Pointer getPointerByID(JXPathContext context, String id);","Pointer","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.IdentityManager.getPointerByID(JXPathContext,String).context","Parameter_1","Belong to org.apache.commons.jxpath.IdentityManager.getPointerByID(JXPathContext,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.IdentityManager.getPointerByID(JXPathContext,String).id","Parameter_2","Belong to org.apache.commons.jxpath.IdentityManager.getPointerByID(JXPathContext,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo","Class","* An implementation of JXPathBeanInfo based on JavaBeans' BeanInfo. Properties
 * advertised by JXPathBasicBeanInfo are the same as those advertised by
 * BeanInfo for the corresponding class.
 *
 * @see java.beans.BeanInfo
 * @see java.beans.Introspector","Class do not obtain Source Code","No return type","public ","","org.apache.commons.jxpath.JXPathBeanInfo"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.serialVersionUID","Field","No Comment","private static final long serialVersionUID = -3863803443111484155L;","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.PROPERTY_DESCRIPTOR_COMPARATOR","Field","No Comment","private static final Comparator PROPERTY_DESCRIPTOR_COMPARATOR = (left, right) -> ((PropertyDescriptor) left).getName().compareTo(((PropertyDescriptor) right).getName());","No return type","private , static , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.atomic","Field","No Comment","private boolean atomic = false;","No return type","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.clazz","Field","No Comment","private final Class clazz;","No return type","private , final ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.dynamicPropertyHandlerClass","Field","No Comment","private Class dynamicPropertyHandlerClass;","No return type","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.propertyDescriptors","Field","No Comment","private transient PropertyDescriptor[] propertyDescriptors;","No return type","private , transient ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.propertyDescriptorMap","Field","No Comment","private transient HashMap propertyDescriptorMap;","No return type","private , transient ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.isAtomic()","Method","* Returns true if objects of this class are treated as atomic
     * objects which have no properties of their own.
     * @return boolean","@Override
public boolean isAtomic() {
    return atomic;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.isDynamic()","Method","* Return true if the corresponding objects have dynamic properties.
     * @return boolean","@Override
public boolean isDynamic() {
    return dynamicPropertyHandlerClass != null;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptors()","Method","No Comment","@Override
public synchronized PropertyDescriptor[] getPropertyDescriptors() {
    if (propertyDescriptors == null) {
        if (clazz == Object.class) {
            propertyDescriptors = new PropertyDescriptor[0];
        } else {
            try {
                BeanInfo bi;
                if (clazz.isInterface()) {
                    bi = Introspector.getBeanInfo(clazz);
                } else {
                    bi = Introspector.getBeanInfo(clazz, Object.class);
                }
                final PropertyDescriptor[] pds = bi.getPropertyDescriptors();
                final PropertyDescriptor[] descriptors = new PropertyDescriptor[pds.length];
                System.arraycopy(pds, 0, descriptors, 0, pds.length);
                Arrays.sort(descriptors, PROPERTY_DESCRIPTOR_COMPARATOR);
                propertyDescriptors = descriptors;
            } catch (final IntrospectionException ex) {
                ex.printStackTrace();
                return new PropertyDescriptor[0];
            }
        }
    }
    if (propertyDescriptors.length == 0) {
        return propertyDescriptors;
    }
    final PropertyDescriptor[] result = new PropertyDescriptor[propertyDescriptors.length];
    System.arraycopy(propertyDescriptors, 0, result, 0, propertyDescriptors.length);
    return result;
}","PropertyDescriptor[]","public , synchronized ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptor(String)","Method","No Comment","@Override
public synchronized PropertyDescriptor getPropertyDescriptor(final String propertyName) {
    if (propertyDescriptorMap == null) {
        propertyDescriptorMap = new HashMap();
        final PropertyDescriptor[] pds = getPropertyDescriptors();
        for (final PropertyDescriptor pd : pds) {
            propertyDescriptorMap.put(pd.getName(), pd);
        }
    }
    return (PropertyDescriptor) propertyDescriptorMap.get(propertyName);
}","PropertyDescriptor","public , synchronized ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptor(String).propertyName","Parameter_1","Belong to org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptor(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.getDynamicPropertyHandlerClass()","Method","* For a dynamic class, returns the corresponding DynamicPropertyHandler
     * class.
     * @return Class","@Override
public Class getDynamicPropertyHandlerClass() {
    return dynamicPropertyHandlerClass;
}","Class","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.toString()","Method","No Comment","@Override
public String toString() {
    final StringBuilder buffer = new StringBuilder();
    buffer.append(""BeanInfo [class = "");
    buffer.append(clazz.getName());
    if (isDynamic()) {
        buffer.append("", dynamic"");
    }
    if (isAtomic()) {
        buffer.append("", atomic"");
    }
    buffer.append("", properties = "");
    final PropertyDescriptor[] jpds = getPropertyDescriptors();
    for (final PropertyDescriptor jpd : jpds) {
        buffer.append(""\n    "");
        buffer.append(jpd.getPropertyType());
        buffer.append("": "");
        buffer.append(jpd.getName());
    }
    buffer.append(""]"");
    return buffer.toString();
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class)","Constructor","* Create a new JXPathBasicBeanInfo.
     * @param clazz bean class","public JXPathBasicBeanInfo(final Class clazz) {
    this.clazz = clazz;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class).clazz","Parameter_1","Belong to org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,boolean)","Constructor","* Create a new JXPathBasicBeanInfo.
     * @param clazz bean class
     * @param atomic whether objects of this class are treated as atomic
     *               objects which have no properties of their own.","public JXPathBasicBeanInfo(final Class clazz, final boolean atomic) {
    this.clazz = clazz;
    this.atomic = atomic;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,boolean).clazz","Parameter_1","Belong to org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,boolean).atomic","Parameter_2","Belong to org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,Class)","Constructor","* Create a new JXPathBasicBeanInfo.
     * @param clazz bean class
     * @param dynamicPropertyHandlerClass dynamic property handler class","public JXPathBasicBeanInfo(final Class clazz, final Class dynamicPropertyHandlerClass) {
    this.clazz = clazz;
    this.atomic = false;
    this.dynamicPropertyHandlerClass = dynamicPropertyHandlerClass;
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,Class).clazz","Parameter_1","Belong to org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,Class).dynamicPropertyHandlerClass","Parameter_2","Belong to org.apache.commons.jxpath.JXPathBasicBeanInfo.<init>(Class,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables","Interface","* Variables provide access to a global set of values accessible via XPath.
 * XPath can reference variables using the {@code ""$varname""} syntax.
 * To use a custom implementation of this interface, pass it to
 * {@link JXPathContext#setVariables JXPathContext.setVariables()}","Interface do not obtain Source Code","No return type","public ","java.io.Serializable",""
"org.apache.commons.jxpath.Variables.isDeclaredVariable(String)","Abstract Method","* Returns true if the specified variable is declared.
     * @param varName variable name
     * @return boolean","boolean isDeclaredVariable(String varName);","boolean","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.isDeclaredVariable(String).varName","Parameter_1","Belong to org.apache.commons.jxpath.Variables.isDeclaredVariable(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.getVariable(String)","Abstract Method","* Returns the value of the specified variable.
     * @param varName variable name
     * @return Object value
     * @throws IllegalArgumentException if there is no such variable.","Object getVariable(String varName);","Object","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.getVariable(String).varName","Parameter_1","Belong to org.apache.commons.jxpath.Variables.getVariable(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.declareVariable(String,Object)","Abstract Method","* Defines a new variable with the specified value or modifies
     * the value of an existing variable.
     * May throw UnsupportedOperationException.
     * @param varName variable name
     * @param value to declare","void declareVariable(String varName, Object value);","void","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.declareVariable(String,Object).varName","Parameter_1","Belong to org.apache.commons.jxpath.Variables.declareVariable(String,Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.declareVariable(String,Object).value","Parameter_2","Belong to org.apache.commons.jxpath.Variables.declareVariable(String,Object)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.undeclareVariable(String)","Abstract Method","* Removes an existing variable. May throw UnsupportedOperationException.
     *
     * @param varName is a variable name without the ""$"" sign","void undeclareVariable(String varName);","void","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.Variables.undeclareVariable(String).varName","Parameter_1","Belong to org.apache.commons.jxpath.Variables.undeclareVariable(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter","Class","* The default implementation of TypeConverter.","Class do not obtain Source Code","No return type","public ","","org.apache.commons.jxpath.util.TypeConverter"
"org.apache.commons.jxpath.util.BasicTypeConverter.canConvert(Object,Class)","Method","* Returns true if it can convert the supplied
     * object to the specified class.
     * @param object to check
     * @param toType prospective destination class
     * @return boolean","@Override
public boolean canConvert(final Object object, final Class toType) {
    if (object == null) {
        return true;
    }
    final Class useType = TypeUtils.wrapPrimitive(toType);
    final Class fromType = object.getClass();
    if (useType.isAssignableFrom(fromType)) {
        return true;
    }
    if (useType == String.class) {
        return true;
    }
    if (object instanceof Boolean && (Number.class.isAssignableFrom(useType) || ""java.util.concurrent.atomic.AtomicBoolean"".equals(useType.getName()))) {
        return true;
    }
    if (object instanceof Number && (Number.class.isAssignableFrom(useType) || useType == Boolean.class)) {
        return true;
    }
    if (object instanceof String && (useType == Boolean.class || useType == Character.class || useType == Byte.class || useType == Short.class || useType == Integer.class || useType == Long.class || useType == Float.class || useType == Double.class)) {
        return true;
    }
    if (fromType.isArray()) {
        // Collection -> array
        if (useType.isArray()) {
            final Class cType = useType.getComponentType();
            final int length = Array.getLength(object);
            for (int i = 0; i < length; i++) {
                final Object value = Array.get(object, i);
                if (!canConvert(value, cType)) {
                    return false;
                }
            }
            return true;
        }
        if (Collection.class.isAssignableFrom(useType)) {
            return canCreateCollection(useType);
        }
        if (Array.getLength(object) > 0) {
            final Object value = Array.get(object, 0);
            return canConvert(value, useType);
        }
        return canConvert("""", useType);
    }
    if (object instanceof Collection) {
        // Collection -> array
        if (useType.isArray()) {
            final Class cType = useType.getComponentType();
            final Iterator it = ((Collection) object).iterator();
            while (it.hasNext()) {
                final Object value = it.next();
                if (!canConvert(value, cType)) {
                    return false;
                }
            }
            return true;
        }
        if (Collection.class.isAssignableFrom(useType)) {
            return canCreateCollection(useType);
        }
        if (((Collection) object).size() > 0) {
            Object value;
            if (object instanceof List) {
                value = ((List) object).get(0);
            } else {
                final Iterator it = ((Collection) object).iterator();
                value = it.next();
            }
            return canConvert(value, useType);
        }
        return canConvert("""", useType);
    }
    if (object instanceof NodeSet) {
        return canConvert(((NodeSet) object).getValues(), useType);
    }
    if (object instanceof Pointer) {
        return canConvert(((Pointer) object).getValue(), useType);
    }
    return ConvertUtils.lookup(useType) != null;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.canConvert(Object,Class).object","Parameter_1","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.canConvert(Object,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.canConvert(Object,Class).toType","Parameter_2","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.canConvert(Object,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convert(Object,Class)","Method","* Converts the supplied object to the specified
     * type. Throws a runtime exception if the conversion is
     * not possible.
     * @param object to convert
     * @param toType destination class
     * @return converted object","@Override
public Object convert(final Object object, final Class toType) {
    if (object == null) {
        return toType.isPrimitive() ? convertNullToPrimitive(toType) : null;
    }
    if (toType == Object.class) {
        if (object instanceof NodeSet) {
            return convert(((NodeSet) object).getValues(), toType);
        }
        if (object instanceof Pointer) {
            return convert(((Pointer) object).getValue(), toType);
        }
        return object;
    }
    final Class useType = TypeUtils.wrapPrimitive(toType);
    final Class fromType = object.getClass();
    if (useType.isAssignableFrom(fromType)) {
        return object;
    }
    if (fromType.isArray()) {
        final int length = Array.getLength(object);
        if (useType.isArray()) {
            final Class cType = useType.getComponentType();
            final Object array = Array.newInstance(cType, length);
            for (int i = 0; i < length; i++) {
                final Object value = Array.get(object, i);
                Array.set(array, i, convert(value, cType));
            }
            return array;
        }
        if (Collection.class.isAssignableFrom(useType)) {
            final Collection collection = allocateCollection(useType);
            for (int i = 0; i < length; i++) {
                collection.add(Array.get(object, i));
            }
            return unmodifiableCollection(collection);
        }
        if (length > 0) {
            final Object value = Array.get(object, 0);
            return convert(value, useType);
        }
        return convert("""", useType);
    }
    if (object instanceof Collection) {
        final int length = ((Collection) object).size();
        if (useType.isArray()) {
            final Class cType = useType.getComponentType();
            final Object array = Array.newInstance(cType, length);
            final Iterator it = ((Collection) object).iterator();
            for (int i = 0; i < length; i++) {
                final Object value = it.next();
                Array.set(array, i, convert(value, cType));
            }
            return array;
        }
        if (Collection.class.isAssignableFrom(useType)) {
            final Collection collection = allocateCollection(useType);
            collection.addAll((Collection) object);
            return unmodifiableCollection(collection);
        }
        if (length > 0) {
            Object value;
            if (object instanceof List) {
                value = ((List) object).get(0);
            } else {
                final Iterator it = ((Collection) object).iterator();
                value = it.next();
            }
            return convert(value, useType);
        }
        return convert("""", useType);
    }
    if (object instanceof NodeSet) {
        return convert(((NodeSet) object).getValues(), useType);
    }
    if (object instanceof Pointer) {
        return convert(((Pointer) object).getValue(), useType);
    }
    if (useType == String.class) {
        return object.toString();
    }
    if (object instanceof Boolean) {
        if (Number.class.isAssignableFrom(useType)) {
            return allocateNumber(useType, ((Boolean) object).booleanValue() ? 1 : 0);
        }
        if (""java.util.concurrent.atomic.AtomicBoolean"".equals(useType.getName())) {
            try {
                return useType.getConstructor(new Class[] { boolean.class }).newInstance(object);
            } catch (final Exception e) {
                throw new JXPathTypeConversionException(useType.getName(), e);
            }
        }
    }
    if (object instanceof Number) {
        final double value = ((Number) object).doubleValue();
        if (useType == Boolean.class) {
            return value == 0.0 ? Boolean.FALSE : Boolean.TRUE;
        }
        if (Number.class.isAssignableFrom(useType)) {
            return allocateNumber(useType, value);
        }
    }
    if (object instanceof String) {
        final Object value = convertStringToPrimitive(object, useType);
        if (value != null) {
            return value;
        }
    }
    final Converter converter = ConvertUtils.lookup(useType);
    if (converter != null) {
        return converter.convert(useType, object);
    }
    throw new JXPathTypeConversionException(""Cannot convert "" + object.getClass() + "" to "" + useType);
}","Object","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convert(Object,Class).object","Parameter_1","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.convert(Object,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convert(Object,Class).toType","Parameter_2","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.convert(Object,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convertNullToPrimitive(Class)","Method","* Convert null to a primitive type.
     * @param toType destination class
     * @return a wrapper","protected Object convertNullToPrimitive(final Class toType) {
    if (toType == boolean.class) {
        return Boolean.FALSE;
    }
    if (toType == char.class) {
        return Character.valueOf('\0');
    }
    if (toType == byte.class) {
        return Byte.valueOf((byte) 0);
    }
    if (toType == short.class) {
        return Short.valueOf((short) 0);
    }
    if (toType == int.class) {
        return Integer.valueOf(0);
    }
    if (toType == long.class) {
        return Long.valueOf(0L);
    }
    if (toType == float.class) {
        return Float.valueOf(0.0f);
    }
    if (toType == double.class) {
        return Double.valueOf(0.0);
    }
    return null;
}","Object","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convertNullToPrimitive(Class).toType","Parameter_1","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.convertNullToPrimitive(Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convertStringToPrimitive(Object,Class)","Method","* Convert a string to a primitive type.
     * @param object String
     * @param toType destination class
     * @return wrapper","protected Object convertStringToPrimitive(final Object object, Class toType) {
    toType = TypeUtils.wrapPrimitive(toType);
    if (toType == Boolean.class) {
        return Boolean.valueOf((String) object);
    }
    if (toType == Character.class) {
        return Character.valueOf(((String) object).charAt(0));
    }
    if (toType == Byte.class) {
        return Byte.valueOf((String) object);
    }
    if (toType == Short.class) {
        return Short.valueOf((String) object);
    }
    if (toType == Integer.class) {
        return Integer.valueOf((String) object);
    }
    if (toType == Long.class) {
        return Long.valueOf((String) object);
    }
    if (toType == Float.class) {
        return Float.valueOf((String) object);
    }
    if (toType == Double.class) {
        return Double.valueOf((String) object);
    }
    return null;
}","Object","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convertStringToPrimitive(Object,Class).object","Parameter_1","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.convertStringToPrimitive(Object,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.convertStringToPrimitive(Object,Class).toType","Parameter_2","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.convertStringToPrimitive(Object,Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.allocateNumber(Class,double)","Method","* Allocate a number of a given type and value.
     * @param type destination class
     * @param value double
     * @return Number","protected Number allocateNumber(Class type, final double value) {
    type = TypeUtils.wrapPrimitive(type);
    if (type == Byte.class) {
        return Byte.valueOf((byte) value);
    }
    if (type == Short.class) {
        return Short.valueOf((short) value);
    }
    if (type == Integer.class) {
        return Integer.valueOf((int) value);
    }
    if (type == Long.class) {
        return Long.valueOf((long) value);
    }
    if (type == Float.class) {
        return Float.valueOf((float) value);
    }
    if (type == Double.class) {
        return Double.valueOf(value);
    }
    if (type == BigInteger.class) {
        return BigInteger.valueOf((long) value);
    }
    if (type == BigDecimal.class) {
        // TODO ? https://pmd.sourceforge.io/pmd-6.50.0/pmd_rules_java_errorprone.html#avoiddecimalliteralsinbigdecimalconstructor
        // NOPMD
        return new BigDecimal(value);
    }
    final String className = type.getName();
    Class initialValueType = null;
    if (""java.util.concurrent.atomic.AtomicInteger"".equals(className)) {
        initialValueType = int.class;
    }
    if (""java.util.concurrent.atomic.AtomicLong"".equals(className)) {
        initialValueType = long.class;
    }
    if (initialValueType != null) {
        try {
            return (Number) type.getConstructor(new Class[] { initialValueType }).newInstance(allocateNumber(initialValueType, value));
        } catch (final Exception e) {
            throw new JXPathTypeConversionException(className, e);
        }
    }
    return null;
}","Number","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.allocateNumber(Class,double).type","Parameter_1","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.allocateNumber(Class,double)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.allocateNumber(Class,double).value","Parameter_2","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.allocateNumber(Class,double)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.canCreateCollection(Class)","Method","* Learn whether this BasicTypeConverter can create a collection of the specified type.
     * @param type prospective destination class
     * @return boolean","protected boolean canCreateCollection(final Class type) {
    if (!type.isInterface() && (type.getModifiers() & Modifier.ABSTRACT) == 0) {
        try {
            type.getConstructor();
            return true;
        } catch (final Exception e) {
            return false;
        }
    }
    return type == List.class || type == Collection.class || type == Set.class;
}","boolean","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.canCreateCollection(Class).type","Parameter_1","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.canCreateCollection(Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.allocateCollection(Class)","Method","* Create a collection of a given type.
     * @param type destination class
     * @return Collection","protected Collection allocateCollection(final Class type) {
    if (!type.isInterface() && (type.getModifiers() & Modifier.ABSTRACT) == 0) {
        try {
            return (Collection) type.getConstructor().newInstance();
        } catch (final Exception ex) {
            throw new JXPathInvalidAccessException(""Cannot create collection of type: "" + type, ex);
        }
    }
    if (type == List.class || type == Collection.class) {
        return new ArrayList();
    }
    if (type == Set.class) {
        return new HashSet();
    }
    throw new JXPathInvalidAccessException(""Cannot create collection of type: "" + type);
}","Collection","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.jxpath.util.BasicTypeConverter.allocateCollection(Class).type","Parameter_1","Belong to org.apache.commons.jxpath.util.BasicTypeConverter.allocateCollection(Class)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
